"Amnat Charoen",88,4.32533152882,90,3.0066668,90,3.5
"Ang Thong",86,5.737898558,92,4.213334,78,6.946666
"Bangkok Metropolis",8,183.247979,12,212.34,6,160.02
"Bueng Kan",98,1.2658769396,98,0.38,22,8.92
"Buri Ram",18,39.800361,28,38.84668,22,37.04
Chachoengsao,36,19.76757508,34,17.44,44,17.86
"Chai Nat",68,7.82219996,76,7.02,78,6.333332
Chaiyaphum,32,22.3131007,48,20.619994,44,16.239994
Chanthaburi,58,13.2030958074,58,14.42,58,14.76
"Chiang Mai",40,29.55029,34,39.2,24,31.08
"Chiang Rai",36,22.42263352,44,17.46,40,24.16
"Chon Buri",28,30.73357344,30,29.86,22,21.74
Chumphon,44,19.24030562,36,19.55332,20,15.64
Kalasin,82,6.258446766,72,6.36,92,5.64
"Kamphaeng Phet",50,17.313201442,40,24.78,8,49.38
Kanchanaburi,28,25.0492659,26,27.03,10,30.49
"Khon Kaen",24,22.0836008,36,19.14,38,18.84
Krabi,22,28.985421,14,32.233326,34,22.499994
Lampang,90,4.4270308818,88,4.28,88,3.593332
Lamphun,84,6.310152174,92,3.66,92,4.98
Loei,58,16.006371408,42,14.42,54,13.42
"Lop Buri",18,25.728309,26,27.40668,24,24.22668
"Mae Hong Son",98,2.194424628,98,1.5599994,98,1.8800006
"Maha Sarakham",32,23.1732162,44,18.28,50,18.2
Mukdahan,82,8.568406246,86,5.28,88,5.14
"Nakhon Nayok",98,1.377611332,100,0.44,100,2.58
"Nakhon Pathom",46,18.0133626,22,22.02,50,16.44
"Nakhon Phanom",72,7.562396584,76,5.58,44,9.04
"Nakhon Ratchasima",8,54.1449113,8,65.24,8,50.3
"Nakhon Sawan",46,21.9814778,40,31.78668,16,34.46668
"Nakhon Si Thammarat",48,18.56744216,42,24.88,70,14.64
Nan,96,2.6227916058,94,2.78,92,2.94
Narathiwat,54,9.701339854,72,7.34668,6,30.40668
"Nong Bua Lam Phu",88,5.285700882,92,4.86,90,3.92
"Nong Khai",86,3.898121836,94,2.14,28,10.14
Nonthaburi,32,15.99493584,36,16.76668,64,10.36
"Pathum Thani",70,8.28596826,70,6.38,78,5.72
Pattani,80,6.743192902,86,5.05,78,5.59
Phangnga,46,13.91531509,70,9.873332,78,10.18
Phatthalung,56,17.562492314,42,17.54,66,12.26
Phayao,90,3.51753401,92,2.46,92,2.46
Phetchabun,54,10.943975638,56,12.4,76,8.64
Phetchaburi,74,7.47624662,82,6.093334,92,4.926666
Phichit,64,11.89619008,68,9.52332,58,8.31
Phitsanulok,36,16.1661782,28,18.96,2,55.78
"Phra Nakhon Si Ayutthaya",50,14.091946906,62,10.38,64,10.94
Phrae,64,10.367219486,60,10.34,70,8.34
Phuket,74,9.012593092,68,9.16,80,5.46
"Prachin Buri",58,9.93782842,42,12.6,82,8.04
"Prachuap Khiri Khan",62,8.87885758,54,9.266666,52,8.813334
Ranong,78,6.627612778,88,3.54,26,11.78
Ratchaburi,28,34.0155054,32,28.98,8,26.46
Rayong,4,41.2800012,10,37.76668,18,43.16
"Roi Et",38,18.72679672,30,21.2,32,18.58
"Sa Kaeo",66,13.23443137,62,13.16,50,12.17332
"Sakon Nakhon",98,2.3736603222,96,1.64,96,1.56
"Samut Prakan",40,18.0016094,44,15.98,66,11.82
"Samut Sakhon",28,24.80684474,50,18.34,24,20.34
"Samut Songkhram",88,3.9745122,88,3.539994,86,4.799994
Saraburi,58,10.55235402,58,10.600006,36,11.726674
Satun,54,11.45244282,56,10.04,28,13.74
"Si Sa Ket",24,30.5712346,26,27.97332,44,25.92
"Sing Buri",96,2.31660795,98,0.7799994,88,2.9400006
Songkhla,14,57.996217138,12,57.66,12,44.4
Sukhothai,76,6.77757032,78,6.34,84,5.46
"Suphan Buri",62,8.012263509,52,10.126668,26,14.92
"Surat Thani",34,20.28153248,34,17.68,8,47.26
Surin,30,31.5485294,28,45.34,56,28.7
Tak,44,15.8936433502,50,12.006668,60,11.3
Trang,62,10.259135234,72,9.339994,72,9.239994
Trat,66,8.73462698,72,8.9,82,5.86
"Ubon Ratchathani",54,13.60838666,42,14.29332,36,13.96
"Udon Thani",60,11.02453446,54,9.7,58,9.14
"Uthai Thani",74,7.79431688,74,7.7,10,22.62
Uttaradit,72,9.114721306,72,8.24,66,7.68
Yala,76,7.325223528,90,5.28,90,4.28
Yasothon,76,7.5421377306,74,5.76,82,5.906668
