28.484,26.048,26.048,25.995,25.968,33.007,35.197,34.09,33.678,33.266,33.066,33.16,33.111,29.843,34.074,28.924,35.504,30.945,26.781,27.047,27.314,27.58,27.847,28.113,28.38,20.989,21.76,22.531,25.984,25.846,25.709,26.486,27.264,28.041,27.422,26.804,26.185,27.914,26.229,28.314,27.131,29.001,31.063,25.469,32.126,28.066,30.45,28.48,28.745,31.284,32.889,28.694
25.157,27.362,27.362,27.454,26.444,30.853,24.848,31.833,29.843,30.026,31.335,32.644,25.157,28.878,32.598,29.773,35,35.889,35.795,30.239,27.596,24.953,22.31,28.005,27.959,27.677,27.589,27.5,26.89,26.279,25.669,25.059,24.449,23.838,23.228,23.228,24.941,26.653,28.366,30.079,28.307,26.535,28.618,28.403,26.934,23.228,28.947,29.336,29.724,28.771,29.644,25.341
27.638,24.951,24.951,30.544,28.52,30.979,27.615,34.748,30.302,32.902,35.362,37.823,33.15,32.151,31.152,33.649,37.058,36.604,36.15,29.613,28.654,27.695,26.737,25.778,25.296,24.813,24.331,24.016,23.701,23.386,23.071,22.756,22.441,22.126,23.213,24.3,25.387,26.474,27.561,28.648,26.811,20.197,31.992,29.095,29.016,32.047,25.433,29.39,33.347,31.255,32.649,31.117
27.999,31.488,31.488,25.067,27.553,28.153,32.492,34.284,26.663,29.676,24.108,31.63,28.485,21.162,30.015,33.658,27.184,30.899,29.149,28.048,26.947,25.846,25.733,25.619,25.505,25.392,19.646,21.506,23.366,23.266,23.166,23.066,22.965,22.865,23.122,28.874,28.74,30.936,29.853,30.521,29.237,30.339,30.812,27.977,26.224,22.631,30.882,26.907,29.091,26.736,30.101,22.126
25.836,25.766,25.766,27.721,29.902,34.019,35.37,37.671,28.15,33.319,28.427,36.518,35.437,22.175,31.407,33.38,38.024,29.961,32.435,26.581,26.696,26.811,23.16,27.993,25.276,26.574,24.261,21.948,24.187,26.427,28.667,28.03,27.394,26.758,19.839,22.64,25.441,25.11,27.712,30.314,24.36,24.837,29.464,23.912,29.034,25.799,29.916,24.981,29.561,30.622,32.616,28.002
24.659,24.035,24.035,27.622,25.525,30.094,27.871,33.52,28.504,31.321,33.034,34.747,31.201,25.295,27.202,30.248,31.861,28.648,33.325,30.17,27.765,25.359,22.953,27.185,27.176,27.167,24.899,22.631,23.91,25.188,26.467,23.938,21.409,18.88,19.646,19.105,18.563,22,25.437,28.875,26.547,24.157,31.611,24.809,27.996,28.552,26.44,29.756,33.071,28.051,31.667,27.446
26.069,25.056,25.056,26.492,27.224,31.765,29.422,33.104,30.933,34.872,35.761,36.65,32.3,33.899,35.499,29.843,35.739,35.182,35.247,25.874,25.268,24.661,24.055,27.491,26.689,25.984,27.162,28.341,26.754,25.167,23.58,21.993,20.406,18.819,23.228,27.052,24.698,21.024,18.268,29.188,24.171,27.194,27.592,28.832,27.319,27.595,28.044,25.359,31.96,27.355,29.36,26.26
25.54,28.317,28.317,27.621,23.861,32.45,31.605,36.216,29.567,34.358,22.791,35.704,32.113,21.235,33.16,31.631,37.365,33.889,31.909,27.576,25.452,23.327,21.547,24.686,22.677,23.504,20.059,23.929,24.33,24.73,25.131,23.317,23.317,23.602,22.48,19.094,22.863,22.056,18.13,28.694,23.069,25.911,27.431,24.645,26.356,24.533,29.22,27.443,29.865,27.078,30.872,26.063
24.669,23.633,23.633,25.917,26.861,28.343,24.89,30.173,17.717,25.02,24.114,31.764,27.195,20.554,22.909,24.606,30.218,26.324,29.178,27.917,26.116,24.316,22.516,23.791,23.543,23.295,23.228,18.189,20.752,23.314,25.877,23.642,23.642,22.71,21.4,20.09,18.779,23.918,25.123,26.456,25.402,22.467,26.918,20.182,28.362,23.754,24.992,21.593,27.913,25.329,28.425,25.582
24.664,22.772,22.772,25.436,25.28,27.957,26.21,29.811,30.233,28.653,29.688,29.129,31.716,24.194,30.893,32.945,33.017,35.277,26.745,27.474,24.445,21.415,20.791,23.666,23.879,24.091,21.224,25.711,23.607,21.502,19.398,23.295,23.295,24.987,24.328,21.67,20.839,22.81,20.524,22.529,22.918,24.688,26.674,25.674,24.471,20.213,19.814,16.64,25.257,24.855,23.708,22.261
25.754,23.548,23.548,25.919,25.077,27.113,27.028,30.017,29.866,28.33,28.365,29.293,31.288,22.565,32.645,34.38,36.645,34.344,29.976,25.858,22.354,18.85,20.324,25.784,24.901,24.019,23.137,23.761,23.972,24.183,24.395,24.606,24.606,25.734,25.4,21.434,21.546,24.557,19.248,22.627,23.555,25.75,26.46,27.742,23.228,18.546,21.938,18.922,25.807,24.709,24.263,22.711
25.267,23.256,23.256,27.592,27.106,31.148,26.848,32.874,25.112,27.287,30.161,33.036,30.256,27.723,25.389,29.901,31.433,29.481,33.499,29.299,27.191,25.084,22.976,25.778,27.086,27.437,25.433,21.093,16.752,22.21,27.669,26.055,24.441,22.828,22.884,20.748,21.826,24.537,26.314,28.092,25.961,24.402,27.408,23.585,26.175,29.342,25.887,26.671,27.454,28.925,31.093,27.827
20,20.881,20.881,23.542,27.454,27.127,21.11,26.413,22.126,27.626,24.878,29.597,27.315,22.73,25.662,24.324,30.093,27.097,30.172,21.299,21.023,20.748,20.472,22.38,26.44,24.951,19.129,20.444,21.76,23.076,24.392,29.426,29.426,20.875,22.465,24.055,21.829,23.217,22.126,21.035,24.911,25.025,25.139,23.839,22.238,25.657,19.094,18.543,20.872,27.004,23.968,22.696
29.474,28.472,28.472,26.678,26.775,29.669,30.776,35.751,30.363,33.57,27.26,33.27,31.4,18.647,31.651,30.201,36.612,31.832,28.156,28.147,28.139,28.131,27.772,27.412,27.087,25.843,26.135,26.428,26.721,27.013,27.306,23.729,23.729,25.096,23.228,24.606,27.179,29.397,27.058,30.71,27.416,27.944,32.149,26.141,30.289,24.882,33.488,28.546,32.226,30.95,34.588,30.515
27.03,29.678,29.678,29.941,29.763,31.755,30.328,33.78,33.873,36.697,30.29,35.102,35.7,29.443,35.47,34.965,33.872,39.802,36.557,24.084,23.853,23.622,20.748,27.483,27.306,25.834,24.363,22.891,23.568,24.244,24.92,25.596,26.273,26.949,23.52,23.825,22.865,25.209,17.303,21.277,22.629,27.349,28.093,26.662,26.452,23.679,26.988,25.111,30.686,24.613,27.776,25.069
24.91,25.662,25.662,26.98,27.681,31.751,28.382,32.651,30.316,34.469,26.559,33.379,30.394,25.215,32.606,26.666,30.042,34.098,33.771,24.325,20.194,16.063,20.096,22.708,24.579,23.22,20.362,25.781,21.255,16.73,12.205,28.648,28.648,27.046,21.494,21.75,21.512,19.211,19.355,27.147,18.639,25.566,27.029,25.326,23.842,24.015,23.477,19.282,27.277,26.406,27.227,24.447
27.945,30.398,30.398,28.243,25.527,31.741,34.065,37.724,31.282,35.404,24.436,36.538,31.741,25.584,34.03,34.054,36.551,34.085,32.16,25.984,25.881,25.778,20.794,26.219,25.918,25.617,24.468,23.32,24.601,25.883,27.164,26.953,26.953,24.818,24.285,23.504,18.268,24.744,25.892,30.681,24.23,28.74,28.647,25.447,28.846,22.945,35.394,30.062,32.056,29.291,33.163,29.047
22,22.059,22.059,22.937,25.261,28.52,20.725,26.428,26.528,26.627,27.611,28.947,25.243,23.058,22.842,26.43,24.208,24.859,27.734,19.54,20.952,22.364,25.45,28.535,28.473,28.373,20.781,20.071,19.362,18.653,23.129,29.392,29.392,23.978,24.168,24.882,23.662,27.954,21.575,24.114,26.153,24.994,23.835,25.091,22.53,28.465,20.682,23.449,23.095,23.701,19.022,23.038
26.522,26.086,26.086,28.843,25.986,29.531,28.779,32.328,33.417,34.853,28.153,32.2,32.453,29.483,33.829,36.017,34.997,38.375,34.156,27.708,23.96,20.211,18.715,23.895,23.944,23.992,22.31,25.036,23.41,21.784,20.157,24.934,24.934,26.811,23.803,15.843,22.479,22.979,19.094,23.32,23.984,24.576,27.277,28.127,24.187,20.881,22.324,19.591,28.274,25.823,24.739,21.642
26.405,25.613,25.613,28.482,26.738,30.435,28.108,33.171,34.446,30.844,32.491,32.581,33.952,27.784,34.047,36.927,35.319,38.191,28.706,27.724,25.287,22.849,21.471,24.496,24.147,22.126,24.931,27.736,25.59,23.445,21.299,30.945,30.945,25.453,25.847,24.624,23.402,22.647,20.964,24.577,23.194,24.202,27.396,29.116,25.472,20.342,21.6,18.507,26.525,26.55,23.974,23.754
25.903,28.043,28.043,26.877,26.107,31.145,29.567,32.707,30.606,32.89,24.065,34.963,30.718,30.271,31.752,34.128,33.718,33.934,32.141,22.922,23.227,23.532,19.535,24.067,25.02,22.7,20.38,20.641,20.901,21.161,21.422,24.055,24.055,24.779,19.852,23.675,23.927,24.344,22.471,28.292,25.107,27.072,26.749,22.368,23.801,23.971,26.492,26.365,27.032,24.757,27.682,22.227
26.209,27.333,27.333,30.144,26.363,33.629,30.534,37.647,30.627,34.763,22.763,38.368,30.146,22.769,33.189,30.743,35.439,34.052,35.073,31.68,26.214,20.748,21.805,28.269,27.142,25.462,25.358,25.254,25.497,25.741,25.984,25.908,25.831,25.755,22.095,20.362,22.723,26.535,28.184,29.833,25.632,25.406,27.421,27.982,28.6,25.135,29.665,25.37,29.915,28.272,31.876,28.281
25.009,21.069,21.069,23.178,24.165,25.086,24.583,28.232,28.858,28.214,29.191,30.78,32.303,25.664,30.45,32.046,31.162,33.257,26.269,26.744,23.884,21.024,22.018,22.508,21.725,20.942,22.371,25.253,24.027,22.801,21.575,22.401,22.401,22.494,24.14,22.052,20.114,22.148,20.353,22.015,23.164,25.98,25.471,25.742,24.341,21.736,18.937,17.725,24.377,23.174,23.244,22.362
29.586,28.921,28.921,28.149,27.391,31.615,34.105,37.946,31.102,33.209,29.387,36.046,33.189,20.06,32.758,32.047,39.546,30.723,31.165,29.291,28.051,26.811,26.894,26.976,26.728,26.48,27.004,27.528,28.051,28.575,29.098,28.189,28.189,26.932,25.697,24.463,23.228,27.247,29.153,31.059,23.991,28.994,29.07,24.514,30.552,29.859,35.175,27.866,30.528,31.476,34.602,30.885
26.876,25.35,25.35,24.709,25.709,29.028,28.236,31.217,28.87,30.768,28.185,31.188,29.52,30.313,31.106,26.063,33.984,29.073,26.665,26.775,26.885,26.995,25.525,24.055,27.247,23.998,23.073,22.149,22.853,23.558,24.262,20.334,20.334,25.208,25.497,25.787,27.184,29.4,26.07,28.109,27.46,28.929,30.986,25.358,27.956,25.37,27.951,26.666,29.375,30.02,31.975,27.602
22.426,22.691,22.691,27.889,28.514,29.138,26.568,32.477,27.307,30.84,22.746,32.866,30.075,26.581,26.398,29.83,31.358,29.102,31.929,28.086,27.177,26.269,25.361,24.453,23.381,22.31,21.133,19.956,19.878,19.801,19.723,19.646,19.646,18.543,21.575,22.097,22.62,24.654,26.688,28.722,24.857,22.321,29.567,24.805,25.28,30.149,26.968,25.395,23.821,27.837,30.409,26.957
25.653,24.537,24.537,31.228,31.255,31.126,24.905,33.237,28.642,31.986,33.141,34.296,29.377,26.26,33.295,33.604,34.493,35.728,37.366,28.878,28.602,28.327,28.051,27.776,28.832,28.947,28.809,28.671,28.533,28.395,28.258,28.12,27.982,27.844,26.305,24.767,23.228,25.532,27.836,30.139,26.26,26.26,29.94,28.051,27.275,25.249,28.068,29.583,31.098,29.628,28.74,24.606
