0.1189,0.1035,27.61
0.2028,0.312,33.33
0.2587,0.1703,32.81
0.4545,0.4099,31.59
0.5105,0.7624,26.75
0.8881,0.6587,25.77
0.8112,0.8389,25.43
0.6364,1,22.43
0.5455,0.0922,25
0.2448,0.0701,25.68
0.1983,0.0823,29.26
0.4224,0.1754,28.62
0.6207,0.6533,25.92
1,0.8379,24.55
0.7069,0.7417,27.09
0.569,0.4924,25.8
0.3534,0.7467,24.51
0.2672,0.1256,26.47
0.2155,0.123,25.52
0.2656,0.3227,27.3
0.2188,0.1365,29.32
0.3438,0.2116,32.97
0.4844,0.1587,30.27
0.6406,0.6496,29.84
0.6719,0.5879,26.01
1,0.827,26.75
0.8125,0.5287,25.74
0.5938,0.7788,24.18
0.75,0.7786,24.51
0.5312,1,25.46
0.3906,0.1095,27.52
0.5342,0.214,27.76
0.3973,0.0534,28.53
0.4247,0.2367,33.21
0.4658,0.3087,27.85
0.6301,0.793,25.56
0.5616,0.4932,24.06
0.411,0.71,27.03
0.1364,0.0857,29.69
0.4318,0.083,30.85
0.2955,0.1933,31.5
0.3409,0.4652,28.13
0.5455,0.6221,25.28
0.7955,0.4932,25.34
0.7727,0.5461,25.89
0.5682,0.3839,24.58
0.8409,0.4768,24.55
0.1106,0.0738,27.03
0.1859,0.1692,31.77
0.2613,0.3752,33.43
0.4824,0.4172,27.45
0.804,0.5668,26.44
0.8693,0.5764,26.08
0.7286,0.5515,24.94
0.8392,0.5103,25.74
0.4925,0.2067,27.52
