0.0509,40.69,28.88
0.0833,66.44,32.37
0.1806,8.78,34.16
0.3472,91.84,35.03
0.8056,230.27,31.08
0.6389,587.54,25.02
0.4583,290.54,25.57
0.088,188.3,25.11
0.0556,1.81,27.32
0.0345,10.91,30.03
0.0517,86.14,35.35
0.4828,303.13,31.17
0.8793,433.11,25.3
0.6552,643.15,25.43
0.1724,115.2,26.35
0.0517,2.41,28.33
0.0862,4.41,25.3
0.0149,8.23,30.12
0.0746,76.23,30.12
0.1343,248.91,31.4
0.5672,339.55,28.83
1,435.16,26.03
0.6269,484.24,24.33
0.6119,410.65,24.88
0.597,163.44,26.12
0.3731,31.91,28.83
0.0484,3.85,28.19
0.0458,1.4,33.01
0.1191,69.26,33.88
0.3115,101.53,33.1
0.6898,476.44,28.88
0.034,68.36,27.27
0.3659,25.84,33.47
0.122,111.78,32.14
0.2439,164.73,30.07
0.6098,420.92,24.94
0.3659,293.16,25.07
0.1707,20.43,27.82
0.0488,8.23,29.06
0.0299,6.17,27.68
0.0539,33.57,31.96
0.1796,50.87,35.91
0.3353,209,31.13
1,523.99,26.58
0.5449,282.9,26.67
0.3832,118.73,27.82
