id,district,incidence,rain,temp,pop_den,population
642,Matara,91.01941748,175.3963636,32.83688095,642.2447389,824000
643,Moneragala,41.39433551,210,28.53457895,81.39741089,459000
644,Mullaitivu,75.2688172,317.1536842,31.99439286,35.53687428,93000
645,Nuwara Eliya,44.19889503,110.64,26.69710909,415.8529581,724000
646,Polonnaruwa,97.56097561,241.6444444,30.96081416,124.506529,410000
647,Puttalam,220.2072539,76.9824,35.08682178,251.3020833,772000
648,Ratnapura,134.1795104,166.4352,28.56215596,336.7938931,1103000
649,Trincomalee,116.8831169,392.6509091,29.02664368,141.1807847,385000
650,Vavuniya,45.97701149,320.992,30.95856061,88.45958312,174000
651,Ampara,30.34901366,114.3915789,31.98182313,148.7248928,659000
652,Anuradhapura,103.0927835,92.84,33.37929787,121.6046803,873000
653,Badulla,54.47941889,103.68,27.00596842,288.7102412,826000
654,Batticaloa,175.1412429,92.4,32.43478049,201.6710976,531000
655,Colombo,337.8897907,229.26,34.5508,3349.0701,2341000
656,Galle,85.74091333,150.5485714,32.53561111,649.5157385,1073000
657,Gampaha,124.408093,156.56,35.26022222,1674.837779,2323000
658,Hambantota,65.57377049,77.84,37.83215909,233.806056,610000
659,Jaffna,142.614601,60.18,42.44424242,574.6341463,589000
660,Kalutara,136.3636364,271.1314286,34.59749057,770.9637046,1232000
661,Kandy,96.47228222,133.6294737,29.28979032,715.9793814,1389000
662,Kegalle,116.745283,196.9885714,31.80401786,500.8860012,848000
663,Kilinochchi,60.34482759,37.06909091,35.53659091,90.69585614,116000
664,Kurunegala,185.548071,117.2078049,33.86786957,339.0780731,1633000
665,Mannar,69.30693069,72.31578947,38.07946377,50.6012024,101000
666,Matale,99.79633401,105.24,30.58594286,246.3622679,491000
667,Matara,78.88349515,79.96363636,34.81145238,642.2447389,824000
668,Moneragala,58.82352941,105.4334694,30.46748947,81.39741089,459000
669,Mullaitivu,182.7956989,87.06947368,33.52405952,35.53687428,93000
670,Nuwara Eliya,41.43646409,145.38,28.28710909,415.8529581,724000
671,Polonnaruwa,114.6341463,87.84888889,33.01725664,124.506529,410000
672,Puttalam,126.9430052,72.576,35.67785149,251.3020833,772000
673,Ratnapura,199.456029,168.2304,30.97350459,336.7938931,1103000
674,Trincomalee,80.51948052,99.01090909,31.67575862,141.1807847,385000
675,Vavuniya,68.96551724,115.856,32.15893939,88.45958312,174000
676,Ampara,10.62215478,23.41263158,33.79160544,148.7248928,659000
677,Anuradhapura,41.2371134,71.704,34.43053191,121.6046803,873000
678,Badulla,38.7409201,90.90545455,28.50337895,288.7102412,826000
679,Batticaloa,126.1770245,13.76347826,33.37129268,201.6710976,531000
680,Colombo,260.572405,109.08,31.8459,3349.0701,2341000
681,Galle,53.1220876,189.7714286,32.86988889,649.5157385,1073000
682,Gampaha,91.26130004,115.18,34.63237778,1674.837779,2323000
683,Hambantota,49.18032787,32.12571429,38.55944318,233.806056,610000
684,Jaffna,195.24618,16.26,42.93915152,574.6341463,589000
685,Kalutara,93.34415584,132.9771429,35.09866038,770.9637046,1232000
686,Kandy,59.75521958,97.80631579,30.61446774,715.9793814,1389000
687,Kegalle,107.3113208,118.1142857,34.145625,500.8860012,848000
688,Kilinochchi,43.10344828,52.21090909,36.18413636,90.69585614,116000
689,Kurunegala,82.05756277,105.1141463,34.88734161,339.0780731,1633000
690,Mannar,39.6039604,117.9284211,38.00286957,50.6012024,101000
691,Matale,65.17311609,77.55,31.92245714,246.3622679,491000
692,Matara,33.98058252,35.97818182,35.10640476,642.2447389,824000
693,Moneragala,50.10893246,50.00816327,31.75797368,81.39741089,459000
694,Mullaitivu,193.5483871,60.01263158,34.0585,35.53687428,93000
695,Nuwara Eliya,20.71823204,109.32,28.94101818,415.8529581,724000
696,Polonnaruwa,100,40.02666667,34.51142478,124.506529,410000
697,Puttalam,86.78756477,64.1664,36.58969307,251.3020833,772000
698,Ratnapura,196.7361741,107.4144,32.96042202,336.7938931,1103000
699,Trincomalee,59.74025974,26.68363636,33.40471264,141.1807847,385000
700,Vavuniya,17.24137931,94.192,32.35516667,88.45958312,174000
701,Ampara,16.69195751,79.59789474,29.6030068,148.7248928,659000
702,Anuradhapura,53.8373425,88.668,34.39656596,121.6046803,873000
703,Badulla,55.69007264,114.4909091,25.56641053,288.7102412,826000
704,Batticaloa,148.7758945,61.78434783,29.64636585,201.6710976,531000
705,Colombo,319.521572,377.7,33.6826,3349.0701,2341000
706,Galle,100.6523765,284.3657143,30.86098148,649.5157385,1073000
707,Gampaha,137.3224279,342.88,34.11682222,1674.837779,2323000
708,Hambantota,36.06557377,157.3828571,36.34168182,233.806056,610000
709,Jaffna,118.8455008,54.78,42.75018182,574.6341463,589000
710,Kalutara,133.1168831,419.5371429,33.49003774,770.9637046,1232000
711,Kandy,112.3110151,100.2442105,28.28974194,715.9793814,1389000
712,Kegalle,133.254717,209.9142857,31.21176786,500.8860012,848000
713,Kilinochchi,34.48275862,75.64363636,35.16306818,90.69585614,116000
714,Kurunegala,118.7997551,117.5941463,34.2525528,339.0780731,1633000
715,Mannar,99.00990099,63.41052632,37.97072464,50.6012024,101000
716,Matale,61.09979633,80.67,29.9619,246.3622679,491000
717,Matara,43.68932039,213.7745455,33.14397619,642.2447389,824000
718,Moneragala,37.03703704,103.8563265,27.45971579,81.39741089,459000
719,Mullaitivu,215.0537634,92.71578947,32.86865476,35.53687428,93000
720,Nuwara Eliya,22.09944751,170.22,26.07967273,415.8529581,724000
721,Polonnaruwa,68.29268293,78.99555556,31.95364602,124.506529,410000
722,Puttalam,68.65284974,80.8416,35.62685149,251.3020833,772000
723,Ratnapura,229.3744334,222.9792,29.02959633,336.7938931,1103000
724,Trincomalee,51.94805195,110.5090909,30.89721839,141.1807847,385000
725,Vavuniya,45.97701149,85.264,33.06071212,88.45958312,174000
726,Ampara,22.76176024,21.28421053,31.53273469,148.7248928,659000
727,Anuradhapura,32.07331042,9.644,30.41015745,121.6046803,873000
728,Badulla,55.69007264,49.84363636,24.44091474,288.7102412,826000
729,Batticaloa,90.39548023,10.06956522,31.29385366,201.6710976,531000
730,Colombo,354.5493379,148.98,31.0702,3349.0701,2341000
731,Galle,93.19664492,244.3028571,28.65575926,649.5157385,1073000
732,Gampaha,117.5204477,112.84,31.85871111,1674.837779,2323000
733,Hambantota,34.42622951,70.94857143,35.53240909,233.806056,610000
734,Jaffna,50.93378608,9.99,41.82606061,574.6341463,589000
735,Kalutara,113.6363636,203.9657143,31.90898113,770.9637046,1232000
736,Kandy,133.9092873,71.64631579,18.87703226,715.9793814,1389000
737,Kegalle,122.6415094,124.2171429,22.30071429,500.8860012,848000
738,Kilinochchi,60.34482759,5.738181818,33.38102273,90.69585614,116000
739,Kurunegala,119.4121249,41.06341463,28.57768323,339.0780731,1633000
740,Mannar,19.8019802,3.334736842,36.64517391,50.6012024,101000
741,Matale,75.35641548,27.81,23.52385714,246.3622679,491000
742,Matara,37.62135922,91.76727273,29.73547619,642.2447389,824000
743,Moneragala,39.21568627,38.15020408,28.80220526,81.39741089,459000
744,Mullaitivu,129.0322581,7.073684211,29.83739286,35.53687428,93000
745,Nuwara Eliya,29.00552486,83.4,14.23745818,415.8529581,724000
746,Polonnaruwa,46.34146341,11.27111111,30.21129204,124.506529,410000
747,Puttalam,72.5388601,24.1824,33.6840198,251.3020833,772000
748,Ratnapura,167.724388,103.0176,22.87980734,336.7938931,1103000
749,Trincomalee,12.98701299,6.381818182,31.06796552,141.1807847,385000
750,Vavuniya,34.48275862,6.256,27.35034848,88.45958312,174000
751,Ampara,39.45371775,35.65894737,32.68546259,148.7248928,659000
752,Anuradhapura,26.34593356,34.116,34.37734043,121.6046803,873000
753,Badulla,93.22033898,43.86545455,27.73536842,288.7102412,826000
754,Batticaloa,60.26365348,29.02956522,32.09952439,201.6710976,531000
755,Colombo,498.9320803,109.68,32.459,3349.0701,2341000
756,Galle,78.28518173,83.14285714,28.75522222,649.5157385,1073000
757,Gampaha,165.7339647,65.26,33.36504444,1674.837779,2323000
758,Hambantota,45.90163934,37.23428571,36.54475,233.806056,610000
759,Jaffna,39.04923599,15.51,42.09345455,574.6341463,589000
760,Kalutara,144.4805195,85.33714286,32.42407547,770.9637046,1232000
761,Kandy,137.5089993,36.53052632,29.74032258,715.9793814,1389000
762,Kegalle,115.5660377,61.14857143,32.79139286,500.8860012,848000
763,Kilinochchi,0,6.763636364,34.40986364,90.69585614,116000
764,Kurunegala,94.3049602,19.23512195,34.08123602,339.0780731,1633000
765,Mannar,9.900990099,13.81894737,37.31463768,50.6012024,101000
766,Matale,105.9063136,23.73,31.36371429,246.3622679,491000
767,Matara,65.53398058,53.60727273,32.04157143,642.2447389,824000
768,Moneragala,61.00217865,39.10040816,30.06637895,81.39741089,459000
769,Mullaitivu,64.51612903,27.6,32.88379762,35.53687428,93000
770,Nuwara Eliya,37.29281768,36.2,26.74716364,415.8529581,724000
771,Polonnaruwa,104.8780488,38.98666667,33.18306195,124.506529,410000
772,Puttalam,59.58549223,14.2272,34.94025743,251.3020833,772000
773,Ratnapura,153.218495,37.3056,31.19923853,336.7938931,1103000
774,Trincomalee,38.96103896,34.03636364,32.96366667,141.1807847,385000
775,Vavuniya,40.22988506,23.616,32.67472727,88.45958312,174000
776,Ampara,39.45371775,24.60631579,33.90688435,148.7248928,659000
777,Anuradhapura,37.80068729,53.3,33.10482553,121.6046803,873000
778,Badulla,70.21791768,64.65818182,27.07634737,288.7102412,826000
779,Batticaloa,48.96421846,47.6973913,32.83565854,201.6710976,531000
780,Colombo,554.4639043,58.56,32.2118,3349.0701,2341000
781,Galle,86.67287978,27.73714286,29.48922222,649.5157385,1073000
782,Gampaha,169.6082652,81.02,33.05257778,1674.837779,2323000
783,Hambantota,70.49180328,8.948571429,36.32009091,233.806056,610000
784,Jaffna,73.00509338,43.11,42.0390303,574.6341463,589000
785,Kalutara,170.4545455,42.03428571,32.4519434,770.9637046,1232000
786,Kandy,172.7861771,102.6189474,29.45553226,715.9793814,1389000
787,Kegalle,161.5566038,192.2057143,32.73839286,500.8860012,848000
788,Kilinochchi,137.9310345,27.68727273,34.34861364,90.69585614,116000
789,Kurunegala,99.81628904,75.08487805,33.42462733,339.0780731,1633000
790,Mannar,19.8019802,67.14947368,36.53636232,50.6012024,101000
791,Matale,134.4195519,44.97,30.82185714,246.3622679,491000
792,Matara,41.26213592,20.05090909,31.38404762,642.2447389,824000
793,Moneragala,56.64488017,36.01959184,31.74435789,81.39741089,459000
794,Mullaitivu,86.02150538,55.88210526,32.25329762,35.53687428,93000
795,Nuwara Eliya,55.24861878,82.22,28.079,415.8529581,724000
796,Polonnaruwa,185.3658537,44.91555556,32.90989381,124.506529,410000
797,Puttalam,107.5129534,33.1584,34.28767327,251.3020833,772000
798,Ratnapura,132.3662738,41.0688,29.69895413,336.7938931,1103000
799,Trincomalee,33.76623377,83.45454545,31.89233333,141.1807847,385000
800,Vavuniya,22.98850575,65.776,29.67560606,88.45958312,174000
801,Ampara,37.93626707,54.96631579,31.8660068,148.7248928,659000
802,Anuradhapura,43.52806415,37.376,31.61029362,121.6046803,873000
803,Badulla,46.00484262,65.53090909,25.17558947,288.7102412,826000
804,Batticaloa,35.78154426,51.31826087,33.40317073,201.6710976,531000
805,Colombo,292.6099957,138.42,32.0546,3349.0701,2341000
806,Galle,73.62534949,112.2857143,30.03146296,649.5157385,1073000
807,Gampaha,105.4670684,146.6,32.33733333,1674.837779,2323000
808,Hambantota,37.70491803,42.94857143,38.11621591,233.806056,610000
809,Jaffna,59.42275042,84.06,42.357,574.6341463,589000
810,Kalutara,120.1298701,114.4628571,32.72316981,770.9637046,1232000
811,Kandy,79.19366451,97.31368421,27.86225806,715.9793814,1389000
812,Kegalle,73.11320755,103.5942857,30.25385714,500.8860012,848000
813,Kilinochchi,60.34482759,26.29090909,34.18756818,90.69585614,116000
814,Kurunegala,64.2988365,79.55707317,31.82970186,339.0780731,1633000
815,Mannar,39.6039604,51.68842105,36.34828986,50.6012024,101000
816,Matale,65.17311609,67.335,29.6029,246.3622679,491000
817,Matara,32.76699029,74.05090909,33.15966667,642.2447389,824000
818,Moneragala,41.39433551,44.81142857,31.80581053,81.39741089,459000
819,Mullaitivu,96.77419355,20.04631579,30.74853571,35.53687428,93000
820,Nuwara Eliya,17.9558011,79.44,27.33334545,415.8529581,724000
821,Polonnaruwa,114.6341463,36.34666667,32.03523894,124.506529,410000
822,Puttalam,50.51813472,71.5392,34.08282178,251.3020833,772000
823,Ratnapura,81.59564823,61.3152,30.08420183,336.7938931,1103000
824,Trincomalee,12.98701299,22.26545455,30.6314023,141.1807847,385000
825,Vavuniya,22.98850575,27.568,27.18104545,88.45958312,174000
826,Ampara,27.31411229,96.75789474,34.26510884,148.7248928,659000
827,Anuradhapura,32.07331042,76.804,34.32673191,121.6046803,873000
828,Badulla,31.47699758,129.6872727,28.44864211,288.7102412,826000
829,Batticaloa,41.43126177,98.61913043,35.14602439,201.6710976,531000
830,Colombo,264.4169158,132.72,33.41965,3349.0701,2341000
831,Galle,31.68685927,135.0514286,30.32853704,649.5157385,1073000
832,Gampaha,102.0232458,97.58,34.20837778,1674.837779,2323000
833,Hambantota,39.3442623,47.87428571,36.96878409,233.806056,610000
834,Jaffna,81.49405772,108.45,42.42742424,574.6341463,589000
835,Kalutara,87.66233766,130.1314286,33.05130189,770.9637046,1232000
836,Kandy,42.47660187,100.8631579,27.86572581,715.9793814,1389000
837,Kegalle,97.87735849,81.70285714,31.53733929,500.8860012,848000
838,Kilinochchi,25.86206897,42.15272727,35.71018182,90.69585614,116000
839,Kurunegala,63.68646663,91.45170732,34.09093789,339.0780731,1633000
840,Mannar,49.5049505,63.05684211,38.17253623,50.6012024,101000
841,Matale,48.87983707,101.385,30.29338571,246.3622679,491000
842,Matara,23.05825243,104.16,32.34042857,642.2447389,824000
843,Moneragala,52.2875817,118.8244898,31.22734737,81.39741089,459000
844,Mullaitivu,64.51612903,51.67578947,34.6402381,35.53687428,93000
845,Nuwara Eliya,22.09944751,107.82,27.17714545,415.8529581,724000
846,Polonnaruwa,100,87.03111111,34.88842478,124.506529,410000
847,Puttalam,40.15544041,87.5808,35.60510891,251.3020833,772000
848,Ratnapura,39.8912058,99.6096,28.02677982,336.7938931,1103000
849,Trincomalee,10.38961039,94.59272727,34.21027586,141.1807847,385000
850,Vavuniya,28.73563218,58.064,33.13195455,88.45958312,174000
851,Ampara,42.48861912,93.24631579,36.54894558,148.7248928,659000
852,Anuradhapura,34.36426117,56.556,37.09370213,121.6046803,873000
853,Badulla,60.53268765,152.8363636,29.88736842,288.7102412,826000
854,Batticaloa,26.3653484,85.51304348,36.42480488,201.6710976,531000
855,Colombo,501.0679197,269.58,33.6971,3349.0701,2341000
856,Galle,63.37371855,290.5542857,31.51375926,649.5157385,1073000
857,Gampaha,164.873009,232.5,35.85095556,1674.837779,2323000
858,Hambantota,36.06557377,153.3028571,41.03010227,233.806056,610000
859,Jaffna,88.2852292,89.73,42.65651515,574.6341463,589000
860,Kalutara,134.7402597,339.6342857,34.09237736,770.9637046,1232000
861,Kandy,69.11447084,113.1536842,32.37317742,715.9793814,1389000
862,Kegalle,137.9716981,148.8,35.79826786,500.8860012,848000
863,Kilinochchi,25.86206897,55.02545455,37.14865909,90.69585614,116000
864,Kurunegala,60.0122474,108.2517073,36.56319876,339.0780731,1633000
865,Mannar,9.900990099,52.76210526,37.3284058,50.6012024,101000
866,Matale,79.42973523,95.325,34.21967143,246.3622679,491000
867,Matara,38.83495146,203.1709091,36.18492857,642.2447389,824000
868,Moneragala,43.57298475,130.6040816,35.24522105,81.39741089,459000
869,Mullaitivu,107.5268817,49.17473684,36.98275,35.53687428,93000
870,Nuwara Eliya,24.86187845,149.66,29.83372727,415.8529581,724000
871,Polonnaruwa,109.7560976,81.31555556,36.75934513,124.506529,410000
872,Puttalam,66.06217617,106.8864,35.99235644,251.3020833,772000
873,Ratnapura,63.46328196,273.5328,34.50836697,336.7938931,1103000
874,Trincomalee,18.18181818,86.4,35.55105747,141.1807847,385000
875,Vavuniya,57.47126437,52.88,35.67613636,88.45958312,174000
876,Ampara,53.1107739,246.3284211,33.68839456,148.7248928,659000
877,Anuradhapura,72.16494845,74.728,32.08125532,121.6046803,873000
878,Badulla,39.95157385,103.3854545,27.23856842,288.7102412,826000
879,Batticaloa,56.49717514,209.3843478,32.54143902,201.6710976,531000
880,Colombo,537.8043571,45.66,32.98095,3349.0701,2341000
881,Galle,100.6523765,104.0571429,30.63874074,649.5157385,1073000
882,Gampaha,132.5871718,29.38,33.54184444,1674.837779,2323000
883,Hambantota,40.98360656,205.8514286,38.55828409,233.806056,610000
884,Jaffna,212.2241087,126.51,40.35657576,574.6341463,589000
885,Kalutara,177.7597403,90.17142857,33.39884906,770.9637046,1232000
886,Kandy,71.99424046,59.74736842,29.23817742,715.9793814,1389000
887,Kegalle,109.6698113,38.88,32.18394643,500.8860012,848000
888,Kilinochchi,51.72413793,135.1636364,32.34436364,90.69585614,116000
889,Kurunegala,71.64727495,28.4604878,32.58785714,339.0780731,1633000
890,Mannar,9.900990099,85.21263158,36.05344928,50.6012024,101000
891,Matale,79.42973523,61.38,30.03207143,246.3622679,491000
892,Matara,44.90291262,132.1309091,34.03561905,642.2447389,824000
893,Moneragala,34.8583878,173.5102041,32.28859474,81.39741089,459000
894,Mullaitivu,21.50537634,146.9052632,29.7697619,35.53687428,93000
895,Nuwara Eliya,37.29281768,69.06,29.08376364,415.8529581,724000
896,Polonnaruwa,112.195122,117.8222222,33.18938053,124.506529,410000
897,Puttalam,71.24352332,25.5456,34.15313861,251.3020833,772000
898,Ratnapura,50.77062557,99.8304,32.25749541,336.7938931,1103000
899,Trincomalee,36.36363636,191.5854545,31.38443678,141.1807847,385000
900,Vavuniya,86.20689655,110.656,29.94871212,88.45958312,174000
