0.1016,0,0.0741
0.3214,0.252,0.0856
0.1813,0.1131,0.0944
0.1703,0.7819,0.1279
0.1071,0.1304,0.0727
0.6071,0.2353,0
0.5632,0.0082,0.063
0.5385,0.0609,0.0644
0.0357,0.1514,0.0673
0.1346,0.9196,0.0902
0.1923,0.6936,0.1162
0,0.4858,0.0758
0.2329,0.4184,0.0348
0.2055,0.2776,0.041
0.274,0.5461,0.0766
0.032,0.2168,0.0909
0.2557,0.8998,0.045
0.1462,0.386,0
0.3196,0.1032,0.0145
0.4657,0,0.0154
0.1827,0.1726,0.0231
0,0.21,0.0325
0.2649,0.7093,0.0621
0.5069,0.1147,0.0425
0.3636,0,0.279
0.1492,0.0028,0.2896
0,0.0105,0.3209
0.014,0.2147,0.3486
0.303,0.0458,0.3029
0.7413,0.9424,0.2779
0.648,0.0481,0.2704
0.2984,0.1881,0.2738
0.0629,0.0634,0.2738
0.1096,0.3386,0.2962
0.1655,0.1867,0.0058
0.1725,0.5562,0
0.7935,0,0.0267
0.4457,0.0727,0.0383
0.1775,0.1772,0.0817
0.0543,0.7612,0.0904
0.1051,0.4203,0.0167
0.0761,0.2227,0.0525
0.2464,0.0172,0
0.1268,0.124,0.0567
0,0.3955,0.04
0.221,0.9308,0.0858
0.3696,0.5793,0.0629
0.1051,0.3924,0.0638
