Amnat Charoen,80,7.4955538,86,3.8066668,78,4.34
Ang Thong,80,6.624485632,92,4.133326,86,5.279994
Bangkok Metropolis,8,205.5069562,4,256.22,10,148.78
Bueng Kan,100,1.563404769,98,0.42,22,8.9
Buri Ram,20,42.7013279,28,42.05332,42,37.4
Chachoengsao,24,23.80901068,28,21.45332,32,15.54
Chai Nat,82,6.25521944,84,5.7,84,6.02
Chaiyaphum,46,23.4262878,38,27.500006,52,15.993326
Chanthaburi,38,19.11285252,48,17.82,68,12.84
Chiang Mai,58,21.35055116,38,32.38,52,28.18
Chiang Rai,38,19.29119576,40,22.66668,46,21.6
Chon Buri,34,24.76453128,44,23.38,56,20.7
Chumphon,42,15.87145702,32,19.72,44,14.04
Kalasin,68,8.66374,70,7.3,32,12.4
Kamphaeng Phet,56,16.8615594,52,16.98,56,14.54
Kanchanaburi,28,24.65762676,20,26.97,24,19.83
Khon Kaen,28,19.1703366,28,23.32,38,19.18
Krabi,28,32.19513314,24,28.106674,12,39.319994
Lampang,78,5.735548368,86,3.746666,80,4.506666
Lamphun,90,4.980604898,88,4.34,80,5.9
Loei,50,14.05004248,42,15.32,68,12.82
Lop Buri,34,23.2131356,32,22.56,16,27.16668
Mae Hong Son,94,3.011589171,98,1.5399994,100,4.4533326
Maha Sarakham,42,20.500236,50,19.26,44,21.36
Mukdahan,78,8.146879176,82,6.12,90,8.033332
Nakhon Nayok,96,1.215319794,100,0.4,100,8.06
Nakhon Pathom,26,20.70071914,32,18.21332,38,16.2
Nakhon Phanom,56,9.62923808,72,6.2,42,9.64
Nakhon Ratchasima,26,45.78787,12,58.7,14,49.98
Nakhon Sawan,30,30.46607704,40,36.11334,32,32.49334
Nakhon Si Thammarat,36,21.05524914,50,20.34,66,13.88
Nan,78,5.56615478,88,3.98,92,4.14
Narathiwat,58,10.96810978,58,9.4,78,6.78
Nong Bua Lam Phu,78,6.620768516,88,4.68,90,3.78
Nong Khai,90,3.519787292,96,2.12,96,1.82
Nonthaburi,52,12.8599174,48,15.28,56,13.46
Pathum Thani,76,6.894843118,64,7.82,82,6.14
Pattani,80,6.222211862,88,4.85,88,4.19
Phangnga,58,13.86247672,72,10.38,24,31.52
Phatthalung,52,15.8145556,54,15.34,18,23.02
Phayao,92,3.76905594,86,3.12,90,2.48
Phetchabun,68,9.18663474,68,9.88,50,9.46
Phetchaburi,92,4.9579571,92,4.84,86,5.14
Phichit,70,7.61488632,58,8.47668,60,9.37
Phitsanulok,50,14.3066018,46,18.06,28,19.08
Phra Nakhon Si Ayutthaya,52,11.78085802,46,13.53334,62,10.33334
Phrae,74,8.912700472,54,10.38,70,8.48
Phuket,78,7.9810008,90,4.62,10,19.7
Prachin Buri,50,14.60756595,62,9.58,74,8.68
Prachuap Khiri Khan,60,9.3796791,56,8.68,88,6.16
Ranong,84,5.332889272,82,3.9133332,52,9.16
Ratchaburi,36,22.77894426,24,24.82,10,29.34
Rayong,8,44.3886252,12,59.30668,20,33.98
Roi Et,22,22.26314276,24,19.53334,42,18.17334
Sa Kaeo,62,11.76927074,60,14.58,80,9.98
Sakon Nakhon,94,2.423288305,96,1.6066666,98,3.4733334
Samut Prakan,42,16.96761662,48,15.02,68,12.16
Samut Sakhon,34,25.13671916,54,18.46,8,25.78
Samut Songkhram,92,4.765052504,90,3.539994,86,5.299994
Saraburi,44,13.6938105,48,10.920006,38,10.999994
Satun,68,8.543872,54,9.68,14,18.56
Si Sa Ket,32,28.50933312,16,36.63332,42,24.44
Sing Buri,94,1.73210524,98,0.7599994,98,1.0733326
Songkhla,16,49.2407984,12,56.7868,28,39.24
Sukhothai,76,7.485393102,68,7.88,68,7.4
Suphan Buri,66,11.61798694,56,8.9,30,13.46
Surat Thani,20,22.111278,24,23.24,36,14.78
Surin,22,34.92302396,36,43.7,60,28.36
Tak,46,16.1068344,50,12.85,72,9.936668
Trang,72,9.196423979,76,7.619994,86,8.139994
Trat,78,6.564775972,76,7.74,82,5.94
Ubon Ratchathani,58,12.82547017,52,11.24,46,12.9
Udon Thani,58,11.2457437,44,12.52666,52,9.70666
Uthai Thani,82,6.69025248,70,8.82,68,7.82
Uttaradit,72,7.90097024,76,6.773332,72,8.34
Yala,80,7.12127046,74,5.74,78,6.3
Yasothon,84,5.26805832,66,6.24,70,6.28
