181482,29.8
166669,27.3
165595,26.9
166573,26.9
164030,26.6
163197,26.5
167494,26.9
169864,27.1
185145,28.9
185931,29.1
178741,28
178923,27.8
172418,27
168034,26.5
180732,27.7
182421,27.8
189678,28.6
192101,28.9
189160,28.4
196859,29.5
197190,29.8
197535,30
197514,30.3
195378,30.8
194333,30.8
192499,31.1
187435,31.6
189934,31
194922,30.1
188422,28.1
201363,29.7
200086,29.5
197540,28.8
202679,30.5
196363,28.7
194154,28
195907,28
205615,29.2
205525,29.3
207356,30
203874,30.8
196901,31.4
190895,31.8
196930,30.7
201603,29.9
204142,29.8
202391,29
202908,31.1
200557,29.1
206525,29.6
204751,29.1
201303,28.4
201095,28.2
210979,29.9
206836,30.7
206287,29.7
207070,29.2
208816,29.2
205880,28.6
203072,28.1
203141,28
209674,28.7
211596,29
212760,29.2
204790,28.1
215560,29.4
211395,28.8
202796,27.7
212520,28.6
201998,27.5
215601,28.9
215630,29
218415,29.6
218195,30
217368,30.1
217031,30.2
215706,29.3
213500,28.6
208798,27.9
212851,28.2
218134,28.8
210948,28
202051,27.1
217836,28.6
218100,28.7
199685,26.9
222285,29.2
219834,29
222209,29.4
212565,28.1
215316,28.2
220874,28.8
219869,28.7
219456,28.6
214443,28
224836,29.2
225422,29.6
224423,29.5
222351,29
213071,27.8
202934,26.8
200718,26.6
219647,28.3
210826,27.5
223560,28.8
226508,29.5
225850,30.2
221784,29.1
225793,29.5
223856,29.1
226275,29.4
225253,29.2
227666,29.7
226762,29.6
224348,29
225044,28.9
220778,28.3
224425,28.6
223669,28.5
229898,29.4
217161,27.9
212106,27.3
224286,28.4
224720,28.5
231238,29.6
228456,29.3
217709,27.9
224414,28.4
227805,28.8
228896,29
221186,28.1
233187,29.9
220827,28.2
221086,28
220669,27.9
227601,28.6
217125,27.6
230105,28.9
219091,27.8
218879,27.7
216814,27.5
226277,28.4
216319,27.5
200265,26.2
194176,25.8
206678,26.8
225230,28.5
227337,28.9
229761,29.5
226236,29
222453,28.4
219644,28
214818,27.5
217428,27.7
225404,28.5
228669,29
228665,29.1
201634,26.5
217339,27.7
221718,28.1
222447,28.2
205151,26.7
218389,27.8
214875,27.5
207627,26.9
203627,26.6
200586,26.4
195982,26.1
200458,26.5
209872,27.3
208343,27.2
218824,28.2
216293,28
209848,27.4
196503,26.3
208479,27.3
217072,28.1
214625,27.9
200826,26.7
206898,27.2
218536,28.3
221398,28.7
224761,29.3
210878,27.7
175658,24.9
197639,26.6
205801,27.2
191887,26.1
203587,27.1
193569,26.3
192871,26.3
174231,25
155598,24
140769,23.4
159565,24.6
173308,25.5
189954,26.8
193521,27.1
184971,26.4
200992,27.9
199857,27.8
189096,26.8
183210,26.3
185304,26.5
190975,27
183908,26.4
166559,25.1
154280,24.4
145432,24
139688,23.8
143689,24.1
128358,23.3
98461,22
68205,21
47866,20.5
61737,21.6
80484,22.2
106035,23.3
134143,24.9
129086,24.3
147604,26
157966,26.9
151418,26.2
143590,25.5
143804,25.6
145752,25.8
150889,26.3
152184,26.4
150246,26.2
157026,26.9
171629,28.6
170408,28.4
173929,28.8
174712,28.8
171738,28.2
174843,28.4
181823,29.5
174352,28.2
159641,26.4
154973,25.9
163520,26.7
155580,25.9
158428,26.2
155256,25.9
144322,25
144101,25.1
109375,22.8
68383,21
38926,19.9
55109,21.7
86295,22.9
110942,24
120641,24.5
121285,24.5
125238,24.9
131581,25.5
133932,25.7
130883,25.4
128244,25.2
124445,24.9
133913,25.9
131865,25.6
123204,24.8
126139,25.2
134230,26
141426,26.7
137574,26.2
136635,26.1
135818,26
128977,25.3
112192,23.9
126077,25.3
141401,26.8
151685,27.9
155894,28.4
160917,29.2
161009,29.1
160963,28.8
147372,26.8
117378,23.9
94880,22.6
128113,25.5
144475,26.7
151202,27.3
155917,27.8
154111,27.5
153233,27.3
164647,28.7
163949,28.5
144532,26.1
157303,27.4
138965,25.4
150363,26.6
167525,28.5
166617,28.3
149884,26.3
141945,25.5
129712,24.5
137430,25.3
143500,25.8
157648,27.2
173303,29.3
173741,29.7
164050,27.9
155765,26.7
162450,27.3
158600,26.8
162899,27.2
155679,26.4
146101,25.5
140718,25.1
146749,25.7
165128,27.5
177639,29.1
179457,30
168358,27.9
181831,30.1
177123,31
176134,30.8
176106,28.9
182106,30.7
180290,30.6
177194,31.2
177773,30.9
179225,30.8
179930,30.8
179136,31
173162,31.8
174884,31.2
178639,30.8
182501,29.8
183398,30.8
180652,31
183635,30.2
178461,31.6
174074,31.7
177881,28.7
182779,28.5
189758,29.4
186930,28.8
192563,29.8
191786,29.6
173631,27
196213,30.1
193465,30.4
186774,31.4
179569,32
179707,32
178663,32.1
177795,32
180037,31.5
184619,30.4
187872,29.9
179284,32.1
176859,32.6
174348,32.4
173920,31.9
170056,32.5
172994,31.6
177565,29.1
185188,29.9
175672,28
185111,28.9
188817,30.3
184112,28.9
171014,27
176813,27.4
170497,26.7
191449,29.1
188519,28.7
181356,27.7
193905,29.2
195450,30
194301,29.7
194739,30.5
190065,31.1
192871,29.8
180489,27.4
176239,26.7
160210,25.3
175771,26.7
189704,28
193205,28.4
199337,29.4
194208,28.6
198967,29.1
197593,28.8
199391,28.9
200800,29
200913,28.9
204692,29.5
204596,29.5
204868,29.4
206826,30
199935,28.5
204922,28.8
190882,27.2
202259,28.2
210913,29.5
207401,29
192322,27.2
194978,27.3
207093,28.5
203348,28.1
206602,28.4
207696,28.5
203606,28
215353,29.7
207241,28.5
209941,28.6
207219,28.2
212264,28.7
211599,28.6
214315,28.9
209794,28.3
200634,27.3
194406,26.7
198045,27
208905,28
214819,28.7
219513,30.1
216282,29.5
218133,30.1
211487,28.6
220129,29.8
218236,29.5
219258,30.3
215689,29.1
217632,29
203973,27.4
206617,27.5
218498,28.7
217120,28.6
218176,28.7
217641,28.6
218120,28.6
207758,27.5
212995,27.9
220455,28.7
222682,29.1
221706,29
221451,28.9
222633,29
224534,29.3
224386,29.3
217537,28.3
215177,27.9
206888,27.1
225099,28.9
216261,28
216044,27.9
218399,28.1
218447,28.1
217573,28
225618,28.9
217095,28
228628,29.4
222994,28.7
218687,28.1
222470,28.4
215517,27.7
216085,27.7
223299,28.4
216958,27.8
217376,27.8
217496,27.8
210686,27.2
209551,27.1
221572,28.2
213637,27.5
206668,26.9
200163,26.4
207260,27
214047,27.6
213700,27.6
220717,28.3
227489,29.3
211833,27.6
220571,28.3
220567,28.3
227442,29.2
225934,29.1
228009,29.5
228202,30.1
226441,29.6
226854,29.4
220010,28.3
217814,27.9
216385,27.7
223749,28.4
218496,27.9
227832,28.9
230487,29.6
220916,28.3
216571,27.7
221580,28.1
217340,27.7
224687,28.4
225208,28.5
223349,28.3
194729,25.9
190103,25.6
205495,26.8
222352,28.3
212057,27.4
206203,26.9
198324,26.3
210207,27.3
202708,26.7
203511,26.8
210321,27.4
211157,27.5
222615,28.7
224435,29.1
221920,28.8
222504,28.8
221335,28.6
217377,28.1
213965,27.7
221453,28.4
193158,26
210616,27.4
222067,28.5
222195,28.6
220363,28.4
215867,27.9
202451,26.7
211043,27.4
220469,28.3
227173,29.3
221296,28.6
220570,28.4
225810,29
219868,28.3
228499,29.4
226414,29.2
226807,29.2
221325,28.4
224369,28.6
228725,29.2
229411,29.5
225122,28.8
228399,29.1
206592,26.9
217411,27.7
204242,26.6
201382,26.4
215635,27.6
222613,28.3
214771,27.6
193559,25.9
208387,27.1
210826,27.3
205706,26.9
205360,26.9
199964,26.5
200687,26.6
209927,27.4
210764,27.5
211624,27.6
175791,24.9
161780,24.2
135387,23
130536,23
132617,23.2
160363,24.8
189681,26.9
196228,27.4
192576,27.1
195585,27.4
184042,26.4
172210,25.5
183657,26.5
194054,27.4
198159,27.8
178974,26.1
185718,26.7
186993,26.8
143463,23.7
92554,21.5
95266,22.2
104118,22.6
85281,21.7
94335,22.4
122436,23.8
141747,24.8
132895,24.1
130524,24.1
129091,24.1
117076,23.4
95075,22.3
88655,22.3
89805,22.5
98006,23
119728,24.4
106948,23.3
99432,23
112761,24.1
111355,23.9
91983,22.6
74657,21.9
77030,22.4
99293,23.9
114438,24.8
113535,24.6
121826,25.5
115678,24.8
103298,23.8
109313,24.5
114529,25
120640,25.6
