8464369.03,21.18
11837954.83,24.71
19135626.76,27.67
21840733.3,28.45
20719744.08,26.45
22731402.09,27.57
22677058.15,26.27
21612244.61,25.99
21613130.81,26.75
20390686.38,25.71
13869735.28,23.85
7779236.02,21.78
2574633.47,21.03
3466002.74,23.54
9463836.44,26.75
16460884.63,29.49
17541392.37,26.36
20836501.83,27.84
22028000.28,26.98
22490198.87,26.9
21947414.34,26.88
20217024.78,25.65
11279615.11,22.88
5566106.61,22
4151624.71,22.21
6311363.39,24.66
13659394.67,27.75
18927756,29.88
21907414.7,27.35
24419792.21,27.95
27375308.27,27.77
27165198.45,27.25
25924635.41,26.95
25894822.4,26.62
17571606.41,24.2
6978744.57,21.59
