ID,Date,Province#,Temperature,L2,Total Eggs,Total Larvae,Total Puapae,Total Adults,Susceptable Eggs,Susceptable Larvae,Susceptable Puapae,Susceptable Adults,Latent Eggs,Latent Larvae,Latent Puapae,Latent Adults,Infected Eggs,Infected Larvae,Infected Puapae,Infected Adults,Susceptable Human,Latent Human,Infectious Human,Recovery Human,New Latent Human,New Infectious Human,DEN-1,DEN-2,DEN-3,DEN-4
0,2008-01-01,52,27.7,0.2081,1101332,236884,42532,295754,601238,92974,17183,98516,459694,86508,15751,98654,40400,57402,9598,98584,545403,0,641,0,0,641,0,0,0,0
1,2008-01-02,52,24.9,0.2081,742944,174028,36797,293436,390051,65802,14746,97727,318570,61697,13539,97897,34323,46529,8512,97812,545403,0,641,0,0,0,0,0,0,0
2,2008-01-03,52,25.8,0.2081,676891,173513,33257,290572,347461,63008,13054,96796,292364,60706,12116,96919,37066,49799,8087,96857,545403,0,641,0,0,0,0,0,0,0
3,2008-01-04,52,25.4,0.2081,641927,165738,30495,287352,326723,59778,11737,95719,279692,57947,11020,95849,35512,48013,7738,95784,545403,0,641,0,0,0,0,0,0,0
4,2008-01-05,52,25.2,0.2081,620138,161120,28423,283841,314253,57983,10789,94535,271561,56395,10225,94692,34324,46742,7409,94614,486379,59024,641,0,59024,0,0,59024,0,0
5,2008-01-06,52,25.9,0.2081,629311,167933,28138,280474,319321,60055,10563,86785,273864,58619,10089,100199,36126,49259,7486,93490,435218,110185,641,0,51161,0,0,110185,0,0
6,2008-01-07,52,25.9,0.2081,623737,167416,28077,277309,301603,58351,10397,80915,286338,60003,10114,103945,35796,49062,7566,92449,389548,155855,641,0,45670,0,0,155855,0,0
7,2008-01-08,52,25.5,0.2081,605258,161593,27386,274242,277443,54815,9955,76420,293578,59631,10009,106408,34237,47147,7422,91414,349549,195854,641,0,39999,0,0,195854,0,0
8,2008-01-09,52,24.1,0.2081,534914,141415,24838,270380,232769,47366,8888,72569,274205,53777,9235,107677,27940,40272,6715,90134,314337,231066,641,0,35212,0,0,231066,0,0
9,2008-01-10,52,23.9,0.2081,518767,134398,22623,265938,207453,43832,7947,67745,286919,52185,8585,109551,24395,38381,6091,88642,283968,262076,0,0,31010,0,0,262076,0,0
10,2008-01-11,52,23.4,0.2081,472614,124370,20566,260816,177982,39480,7068,64502,273069,49970,7998,109377,21563,34920,5500,86937,256938,230082,59024,0,27030,59024,0,289106,0,0
11,2008-01-12,52,23.0,0.2081,422212,114164,18632,255179,152933,35554,6266,62126,250241,46840,7419,108004,19038,31770,4947,85049,232154,203705,110185,0,24784,51161,24784,289106,0,0
12,2008-01-13,52,23.6,0.2081,447313,120668,17848,249602,157509,36448,5844,59093,268396,49526,7256,107311,21408,34694,4748,83198,210081,180108,155855,0,22073,45670,46857,289106,0,0
13,2008-01-14,52,24.0,0.2081,452177,126605,18014,244366,161774,37589,5746,55554,265920,52343,7440,107359,24483,36673,4828,81453,190771,159419,195854,0,19310,39999,66167,289106,0,0
14,2008-01-15,52,24.5,0.2081,469083,132481,18804,239657,164766,38705,5873,54777,278020,54886,7836,104996,26297,38890,5095,79884,173912,141066,231066,0,16859,35212,83026,289106,0,0
15,2008-01-16,52,25.2,0.2081,491186,140576,20272,235626,173665,40863,6228,51899,289100,58097,8493,105173,28421,41616,5551,78554,158089,125879,262076,0,15823,31010,83026,304929,0,0
16,2008-01-17,52,25.8,0.2081,504168,146940,22056,232479,175155,42179,6695,51318,299282,61074,9275,103672,29731,43687,6086,77489,144780,112158,289106,0,13309,27030,83026,318238,0,0
17,2008-01-18,52,25.9,0.2081,504271,147722,23274,230027,175069,42368,7008,51823,299541,61501,9816,101562,29661,43853,6450,76642,132218,99936,313890,0,12562,24784,83026,330800,0,0
18,2008-01-19,52,24.0,0.2081,439830,125227,21501,226958,152655,36838,6494,48943,264129,52493,9076,102362,23046,35896,5931,75653,120764,89317,335963,0,11454,22073,83026,342254,0,0
19,2008-01-20,52,24.1,0.2081,424197,122586,20053,223625,142306,35263,6048,48361,258985,51861,8510,100726,22906,35462,5495,74538,170191,79604,296249,0,9597,19310,83026,292827,0,0
20,2008-01-21,52,24.3,0.2081,423980,123576,19345,220150,141293,35164,5791,48433,259317,52358,8256,98336,23370,36054,5298,73381,212258,71839,261947,0,9094,16859,83026,250760,0,0
21,2008-01-22,52,24.6,0.2081,430588,126376,19287,216783,145401,35989,5739,49595,261030,53301,8253,94924,24157,37086,5295,72264,249796,64148,232100,0,8132,15823,83026,213222,0,0
22,2008-01-23,52,24.8,0.2081,434458,128429,19540,213651,151693,37183,5820,52148,258240,53572,8343,90280,24525,37674,5377,71223,289795,50839,205410,0,0,13309,83026,173223,0,0
