11,0,27.638,0.474146984
67,0.005833333,24.951,0.474146984
52,0.005833333,24.951,0.498893885
0,0,30.544,0.503018368
120,0.131666667,28.52,0.52364079
0,0.000416667,30.979,0.539107607
96,0,27.615,0.541638542
96,0,34.748,0.545013123
0,0.130416667,35.332,0.473162726
82,0.016666667,37.823,0.473162726
88,0,33.15,0.493175849
0,0,30.476,0.493175849
0,0.080416667,31.152,0.466226093
0,0.021666667,33.649,0.455446191
76,0,37.058,0.456664787
156,0,38.653,0.459711276
209,0.05625,36.15,0.460914251
0,0,29.613,0.470538052
62,0.660833333,25.483,0.470538052
0,0.250833333,24.377,0.454407261
102,0.022083333,24.93,0.451181103
19,0.21,25.778,0.407480313
70,0,25.848,0.341929128
0,0,25.237,0.352474685
164,0,24.331,0.415748028
102,1.41125,23.459,0.415748028
0,0.12875,22.715,0.463976374
237,0.589583333,22.134,0.463976374
187,0.332916667,21.75,0.474850016
121,0.004583333,21.597,0.483005247
287,0.216666667,21.711,0.462054744
0,0.216666667,22.126,0.43412074
468,0.217916667,22.857,0.43412074
0,0.443333333,23.841,0.487270342
459,1.285833333,24.995,0.487270342
0,0.147083333,26.236,0.405014996
459,0.341666667,27.482,0.405014996
276,0.8875,28.648,0.372112858
239,0.092083333,26.811,0.372112858
217,0.20375,20.197,0.372112858
306,0.195,31.992,0.476443557
497,0,25.433,0.476724782
486,0.303333333,28.194,0.476443571
0,0.376666667,33.346,0.46936633
528,0,29.659,0.503346448
339,0.008333333,,0.503346448
