0.3207,0.2551,23.32
0.2068,0.1349,25.52
0.2236,0.1318,26.08
0.3207,0.2231,26.77
0.7511,0.3583,25.16
0.9662,0.4272,23.78
0.7215,0.5501,24.7
0.4219,0.4682,23.18
0.4262,0.7943,23.27
0.625,0.5884,22.13
0.5,0.7605,24.06
0.625,0.2133,25.16
1,0.4788,23.18
0.625,0.5401,23
0.5625,0.3603,23.96
0.8125,0.5626,24.1
0.25,0.3962,23.64
0.5625,0.6382,23.18
0.625,0.9799,22.31
0.3125,1,21.44
0.1786,0.3758,24.38
0.25,0.5085,23.41
0.3571,0.2607,23.14
0.2857,0.1841,24.28
0.3571,0.2607,22.31
0.5179,0.2902,25.48
0.5,0.4588,23.73
0.9107,0.3974,23.96
0.6712,0.4447,24.06
0.4795,0.8468,23.55
0.8082,0.6998,24.97
0.8767,0.5816,23.96
1,0.3603,24.88
0.6027,0.3378,23.87
0.5616,0.6755,24.51
0.3562,0.752,24.15
0.2603,0.922,23.14
0.3151,1,23.46
0.1781,0.6858,20.47
0.25,0.1296,27.22
0.25,0.1695,26.4
0.4643,0.3343,24.42
0.7857,0.3364,23.73
0.7976,0.3472,24.24
0.7381,0.5195,22.59
0.5714,0.6184,22.03
0.2286,0.1801,23.73
0.2857,0.0909,27.36
0.1714,0.4498,26.95
0.2286,0.7549,23.92
0.3143,0.3792,24.06
0.7143,0.5594,22.59
0.4,0.7619,22.77
0.3714,0.8046,25.43
0.4,0.9854,24.15
0.6571,0.3362,22.08
