0.1786,0.1028,0.8184
0.0714,0.0372,0.8944
0.1071,0.0548,0.9926
0.2619,0.1048,0.9462
0.3571,0.1596,1
0.75,0.2402,0.8221
1,0.2485,0.8332
0.5357,0.1886,0.8352
0.5357,0.3295,0.8739
0.3333,0.4709,0.85
0.131,1,0.7555
0,0.5301,0.7777
0.1053,0.3841,0.8623
0.2456,0.0229,0.9159
0.2632,1,0.9587
0.2632,0.2046,0.9732
0.4737,0.2729,0.9218
0.5263,0.251,0.9341
1,0.3292,0.9814
0.9649,0.4243,1
0.4561,0.3992,0.9814
0.2807,0.4835,0.9628
0.193,0.7705,0.8645
0.2105,0.7779,0.8768
0.1346,0.9494,0.8417
0.1827,0.0667,0.9189
0.2115,0.3349,0.9803
0.4038,0.4914,0.9465
0.5385,0.2893,0.9702
0.7885,0.3327,0.9842
1,0.2872,0.9645
0.4519,0.339,1
0.1058,0.5033,0.9623
0.2019,0.5604,0.9365
0.3173,0.6339,0.8772
0.3173,1,0.8396
0.3293,0.0827,0.8787
0.311,0.335,0.8847
0.3841,0.0105,1
0.878,0.3135,0.9823
1,0.2823,0.9042
0.7683,0.2521,0.8886
0.6829,0.2222,0.8826
0.0671,0.3487,0.9805
0.0854,0.2454,0.8574
0.0793,0.4967,0.873
0.0488,1,0.8826
0,0.4415,0.8201
0.55,0.0613,0.8133
0.56,0.0019,0.9357
0.38,0.0492,1
0.3,0.3213,0.9733
0.27,0.3038,0.9583
0.86,0.2971,0.9114
0.51,0.2327,0.8923
0.76,0.4854,0.883
0.61,0.4498,0.883
1,0.6853,0.8584
0.91,0.8353,0.8095
0.58,1,0.7849
0.4819,0.076,0.8396
0.3253,0.0221,0.9056
0.1687,0.0174,1
0.1566,0.3117,0.9925
0.3855,0.4712,0.8847
0.6867,0.3465,0.868
1,0.5573,0.8567
0.7108,0.5835,0.8659
0.4699,0.6646,0.8943
0.4458,0.5514,0.8471
0.7952,1,0.7811
0.8193,0.3983,0.8095
