0.0317,0.0813,0.7177
0.0317,0.0071,0.8692
0.0635,0.0515,0.9155
0.2063,0.1201,1
0.3333,0.2861,0.8548
1,0.2795,0.7607
0.6667,0.5042,0.7673
0.873,1,0.687
0.5714,0.52,0.6858
0.4762,0.1625,0.6894
0.0952,0.0018,0.7505
0.0476,0.044,0.7029
0,0.0105,0.8493
0.2222,0.0203,0.9654
0,0.2881,1
0.3333,0.4984,0.9882
1,0.7447,0.8703
1,0.9076,0.8118
1,0.955,0.9109
0.5556,0.9805,0.8257
0.7778,1,0.8364
0.1111,0.2184,0.8468
0,0.0346,0.8742
0,0.0174,0.835
0,0.0462,0.8181
0.02,0.0085,0.9357
0.02,0.1836,1
0.02,0.6903,0.9747
0.32,1,0.9
0.84,0.4143,0.8261
1,0.7341,0.8004
0.74,0.8534,0.7274
0.38,0.7263,0.7491
0.38,0.2156,0.8217
0.34,0.2883,0.7904
0.18,0.0304,0.8164
0.055,0.1478,0.764
0.0756,0.0567,0.8627
0.0619,0.0833,0.9448
0.1237,0.1778,1
0.2027,0.4258,0.8627
0.6151,0.5517,0.8202
1,0.839,0.7688
0.5395,1,0.738
0.2165,0.7298,0.725
0.0722,0.3388,0.7793
0.055,0.1198,0.7618
0.0034,0.137,0.6797
0.0061,0.0034,0.7573
0,0.01,0.8824
0.0061,0.0708,1
0.1636,0.3421,0.9511
0.6303,0.5539,0.8611
1,0.568,0.8293
0.4848,0.9393,0.7213
0.3455,1,0.7319
0.1636,0.7765,0.7332
0.0242,0.2151,0.7763
0,0.1837,0.801
0.0121,0.0034,0.7518
0,0.2775,0.7554
0,0.0366,0.8596
0.0231,0.2137,1
0.1308,0.5488,0.9773
0.6385,0.3942,0.899
0.7308,0.4062,0.8467
1,0.8965,0.8437
0.7846,1,0.7999
0.4692,0.9316,0.7784
0.1538,0.3173,0.7869
0.0923,0.1148,0.8203
0.0538,0.2965,0.7456
