0.3028,0.0796,0.7964
0.3187,0.0219,0.9001
0.3825,0.0152,0.9322
0.1912,0.092,1
0.2151,0.3186,0.9201
0.251,0.58,0.8323
0.4382,0.563,0.8564
0.6574,0.7503,0.8323
0.7729,1,0.8283
1,0.6544,0.7205
0.9004,0.0119,0.7924
0.5896,0.0737,0.7686
0.4737,0.0053,0.8539
0.3828,0.0847,0.9115
0.3062,0.516,1
0.2057,0.3889,0.9025
0.4306,0.81,0.907
0.6316,0.6301,0.9202
1,0.741,0.9025
0.8421,0.844,0.9424
0.7464,1,0.9048
0.756,0.9453,0.8671
0.6699,0.0041,0.8758
0.3062,0.0047,0.7828
0.3281,0.0367,0.912
0.1927,0.0747,0.9385
0.2708,0.0563,0.9825
0.2188,0.0995,1
0.1667,0.3282,0.9605
0.3646,0.2611,0.9295
0.5781,0.4631,0.9075
0.6771,0.3809,0.8724
1,1,0.7934
0.8646,0.3922,0.8989
0.9427,0.2615,0.8814
0.5312,0.0113,0.8814
0.6172,0.0567,0.8316
0.5837,0.0259,0.8892
0.5263,0.0745,0.9631
0.5167,0.1392,1
0.1675,0.2996,0.9467
0.1483,0.7072,0.8605
0.5502,0.3895,0.9097
1,0.5237,0.725
0.7273,1,0.8236
0.4785,0.6982,0.803
0.3923,0.2865,0.7741
0.1866,0.0028,0.7372
0.3056,0.0042,0.7909
0.4653,0.0194,0.8914
0.3681,0.091,0.9276
0.1528,0.2222,1
0.1528,0.5171,0.9074
0.2014,0.5493,0.8593
0.3194,0.5318,0.8552
0.5069,0.8756,0.6984
0.7083,1,0.8634
0.7708,0.786,0.8231
1,0.3773,0.8111
0.4236,0.0373,0.7346
0.252,0.0347,0.7915
0.2008,0.0522,0.8959
0.2126,0.2863,0.936
0.1791,0.2352,1
0.2087,0.2163,0.968
0.3189,0.5427,0.916
0.6575,0.4387,0.8316
0.9803,0.4923,0.8116
1,1,0.8517
0.7795,0.5988,0.8316
0.8091,0.1697,0.8316
0.4626,0.0517,0.8037
