0,4.1773,21.102,0.746695304
26,0.011818,24.834,0.746695304
29,0.0066667,25.796,0.674567955
9,1.0212,20.296,0.674567955
41,0.011515,24.773,0.674567955
11,0.019697,20.472,0.621188267
4,0.00060606,25.974,0.621188267
22,0.11364,26.532,0.621188267
10,4.2648,27.091,0.621188267
16,0.0090909,27.65,0.581579576
22,0.0018182,28.005,0.581579576
18,0,28.268,0.610791834
22,0,30.715,0.786065383
15.5,0.0093939,24.331,0.786065383
9,0.11,24.761,0.786065384
18,0.325,19.646,0.786065384
27,0.54,27.569,1.248368961
7,1.0976,24.648,0.799188742
9,0.70848,24.664,0.791434032
7,1.027,24.68,0.791434032
1,0.083636,24.219,0.806670758
17,0.73242,23.758,0.826986392
21,0.56485,23.297,0.82589562
12,0.31303,26.117,0.819350987
21,0.44121,28.936,0.819350987
15,0.75152,24.915,0.807062756
32,0.89455,25.736,0.807062756
33,0.95152,26.557,0.815925284
44,0.14121,25.414,0.819470295
33,0.12667,27.162,0.812168936
131,0.76667,26.537,0.801216898
31,0.42485,25.912,0.801783588
58,0.51455,25.286,0.805750421
62,0.48758,25.323,0.805750421
0,1.0033,26.326,0.823816335
121,0.22091,26.6,0.831042701
30,0.42939,26.875,0.800023856
15,0.0057576,23.504,0.776759723
47,0.054242,27.483,0.780372909
43,1.4421,23.228,0.789405876
29,0.51152,23.627,0.789405876
20,0.49879,22.751,0.796683373
39,0.75091,25.376,0.796683373
21,0.044545,28,0.758369976
26,0.21394,25.936,0.729634928
45,0.020606,23.872,0.725320127
15,6.7173,23.03,0.703746122
15,3.337,22.189,0.703746122
24,21.868,21.348,0.739895021
6,0.0057576,20.507,0.739895021
22,0.63455,21.024,0.599202375
10,0.012424,24.37,0.542925316
