0,0,29.739,0.434251966
0,0,27.485,0.434251966
80,0,32.598,0.431664787
51,0,29.154,0.431664787
39,0.161,22.057,0.431664787
57,0,25.674,0.463385821
0,0.275,28.005,0.463385821
48,0,27.148,0.463385821
0,0,26.969,0.463385821
7,0.226,29.163,0.479133855
15,0.007,31.358,0.479133855
43,0,27.517,0.471091111
45,0,31.1,0.422834645
32,0,34.197,0.422834645
15,0.05,32.148,0.401968503
30.5,0.0465,30.1,0.401968503
46,0.043,28.051,0.552530938
52,0.008,32.374,0.322834651
4,0,24.331,0.423228344
28,0.236,24.961,0.423228344
32,0.713,25.591,0.411079863
40,0.255,26.221,0.394881888
27,0.468,25.407,0.401574801
3,1.907,24.593,0.441732279
20,0.696,23.78,0.441732279
7,1.338,25.295,0.424409451
12,0.308,26.811,0.424409451
1,0.992,22.31,0.482058495
0,0.004,17.808,0.505118112
35,0.404,19.444,0.46968504
0,0.134,21.08,0.416535432
53,2.316,22.716,0.407332676
3,0.028,24.352,0.342913382
34,1.046,25.988,0.342913382
99,1.479,27.624,0.391563552
18,0.096,26.525,0.41102362
25,1.914,25.426,0.455568046
0,1.502,24.327,0.488976366
34,0.056,23.228,0.453205839
65,0.478,23.487,0.363779521
2,0.092,23.745,0.363779521
24,3.298,26.966,0.37755905
45,0,30.187,0.37755905
37,0,31.124,0.402755901
35,0.001,27.454,0.421653539
0,0.283,28.395,0.417650915
11,0,27.56,0.397637794
73,0,26.724,0.397637794
0,0,25.888,0.451181098
8,0,25.886,0.451181098
26,0.006,27.087,0.422497184
0,0.013,27.845,0.411023618
