0,0,24.855,0.749910857
0,0.033773585,23.693,0.749910857
0,0.033773585,23.693,0.75188467
0,0,26.452,0.752213639
0,0.012641509,24.009,0.731202116
1,0.000566038,28.07,0.715443473
0,0.000754717,27.985,0.700958254
1,0.000188679,29.454,0.681644627
0,0,30.085,0.681644627
0,0,28.554,0.637223296
0,0.360660377,29.222,0.637223296
1,0,31.578,0.62485515
0,0.000660377,29.524,0.62485515
0,0.499150943,22.89,0.640746441
0,0.005283019,30.498,0.647102957
1,0.032075472,31.883,0.648546173
0,0.485754717,32.324,0.652154213
1,0.018113208,28.493,0.657011506
0,0.106509434,29.542,0.695869854
3,0.565283019,23.86,0.695869854
0,0.540188679,22.373,0.701379192
6,0.239245283,20.886,0.70248106
0,0.84754717,17.441,0.626281386
2,0.000660377,23.771,0.511981875
16,0.051509434,23.729,0.509222785
3,0.001320755,23.688,0.492668248
20,0.429245283,20.78,0.492668248
0,0.298207547,24.796,0.513021837
14,0.532641509,20.783,0.513021837
4,0.193867925,16.769,0.520853407
0,0.076037736,12.756,0.526727085
22,0.370849057,23.759,0.450655813
13,0.370849057,23.759,0.349227451
2,0.241603774,13.464,0.349227451
7,0.377075472,23.642,0.540878026
1,0.562169811,22.273,0.540878026
4,0.113207547,23.243,0.632140203
5,0.181320755,22.812,0.632140203
8,0.28754717,24.103,0.668645074
4,0.264811321,23.529,0.668645074
3,9.43E-05,24.256,0.668645074
3,0.217358491,24.364,0.771267268
3,0.002075472,25.684,0.771267268
3,0.07,26.343,0.804248997
3,0.003584906,23.627,0.809745952
5,0.041037736,20.116,0.776615657
3,0.078584906,22.569,0.751767937
0,0.252641509,19.979,0.751916503
0,0,27.019,0.752807902
10,0.003773585,24.404,0.752807902
4,0.000471698,24.933,0.787275292
4,0.001320755,20.46,0.787275292
