0,0.00021739,29.282,0.624495037
4,0.00054348,25.838,0.624495037
8,0.00032609,29.731,0.627673987
13,0.0011957,30.008,0.627673987
1,0.038696,24.478,0.627673987
4,0.00043478,27.007,0.599888732
5,0,28.104,0.599888732
7,0.0001087,29.524,0.599888732
9,0.00043478,31.815,0.599888732
14,0.35424,31.358,0.574726116
8,0.00021739,30.901,0.574726116
17,0.0001087,29.451,0.575050124
6,0.00076087,36.454,0.576994175
15,0.00021739,33.406,0.576994175
4,0,31.645,0.504330708
22.5,0.235,28.386,0.504330708
41,0.47,27.649,0.797826088
2,0,33.629,0.509637112
5,0.84022,25.788,0.54442828
0,0.82228,31.496,0.54442828
18,0.13326,29.661,0.564694089
0,0.62348,27.826,0.591715168
27,1.1323,25.991,0.595285373
2,0.090543,24.157,0.616706604
18,1.0452,20.748,0.616706604
20,0.53315,18.268,0.544085927
35,0.68348,15.787,0.544085927
13,0.47728,17.854,0.616865556
41,0.33826,19.921,0.645977407
17,0.078804,19.409,0.635347485
36,0.1913,18.898,0.619402601
55,0.89674,18.386,0.623254022
15,0.34967,22.76,0.650213971
14,0.63804,22.467,0.650213971
22,0.28804,22.175,0.642266594
14,0.46935,23.709,0.639087644
4,0.50989,25.243,0.669727835
5,0.39967,25.864,0.692707978
8,0.4863,26.484,0.681483837
3,0.31207,22.567,0.653423484
2,0,29.144,0.653423484
6,0.21924,27.63,0.715217392
3,0.057826,26.117,0.715217392
8,0.010761,24.831,0.714410426
5,0.010978,27.109,0.713805202
1,0.081957,27.836,0.71153001
7,0.0053261,27.355,0.700154055
5,0.0031522,26.874,0.700154055
4,0.00021739,26.393,0.708070866
0,0,26.326,0.708070866
3,0.0021739,23.39,0.675853427
3,0.001087,24.723,0.662966452
