0,0,28.637,0.444853765
0,0,27.992,0.444853765
2,0,27.746,0.44513498
4,0,31.85,0.44513498
0,0.074286,25.525,0.44513498
0,0.00035714,31.854,0.398734533
1,0,36.124,0.398734533
5,0,37.207,0.398734533
8,0,31.386,0.398734533
0,0.015357,32.11,0.38509561
0,0,32.835,0.38509561
0,0,31.613,0.384051098
0,0,37.217,0.377784024
15,0.20786,37.69,0.377784024
15,0.00035714,38.777,0.404218223
26,0.25107,39.864,0.404218223
37,0.50179,32.649,0.665008833
4,0.015714,25.433,0.434026991
18,2.3646,23.78,0.537935874
36,1.1757,24.698,0.537935874
34,1.9689,25.617,0.525401729
40,2.0146,26.535,0.508689536
46,0.088571,26.995,0.513811663
44,0.022857,18.819,0.544544422
19,0.0046429,18.907,0.544544422
0,1.0271,18.995,0.53174915
106,0.17929,19.083,0.53174915
11,0.43036,19.171,0.569512284
23,0.15714,19.26,0.584617538
65,1.0864,19.25,0.591479186
35,0.54893,19.241,0.601771659
2,1.2007,19.232,0.582736928
2,0.029643,19.223,0.44949381
1,0.30429,19.214,0.44949381
14,0.49536,19.205,0.508448499
5,0.385,19.195,0.532030375
0,0.18607,19.186,0.567222405
0,5.3593,22.034,0.593616428
2,0.45857,24.882,0.564169215
15,0.20464,24.295,0.490551182
0,0,29.759,0.490551182
2,0.36643,21.161,0.699775029
1,0,28.5,0.699775029
1,0,30.924,0.6896513
7,0.18857,22.677,0.682058503
0,0,26.186,0.672942453
0,0,25.034,0.627362203
0,0,23.882,0.627362203
0,0,22.731,0.512626545
0,0,30.241,0.512626545
1,0,23.525,0.479583799
0,0,22.907,0.466366701
