0.2121,104.06,26.54
0.3712,43.39,28.19
0.3333,92.24,29.29
0.3182,107.25,24.33
0.3788,92.24,24.33
1,456.21,23.5
1,257.2,23.5
0.5227,273.2,26.81
0.4697,208.25,24.33
0.2197,358.4,22.4
0.053,281.56,23.23
0.1288,154.02,23.5
1,66.19,25.43
0.6071,36.21,26.81
0.4286,456.21,22.95
0.25,128.53,26.54
0.8214,140.7,22.95
0.6071,214.62,25.16
0.9286,208.25,23.5
1,416.74,23.23
0.5,299.07,22.95
0.75,404.36,22.68
0.25,208.25,24.05
0.6071,95.06,23.5
0.3175,168.61,25.16
0.4444,121,27.09
0.5714,221.2,25.98
0.8889,281.56,24.33
1,327.39,24.61
0.7619,290.18,25.43
0.4127,327.39,26.26
0.4127,416.74,25.43
0.1587,442.65,25.98
0.1587,128.53,26.26
0.4603,290.18,24.61
0.127,92.24,23.78
0.0527,66.19,25.71
0.0738,56.93,24.88
0.2785,38.46,29.29
0.6287,227.97,25.43
0.7004,299.07,25.16
1,416.74,21.3
0.6646,404.36,23.5
0.5359,281.56,24.33
0.327,358.4,22.13
0.2089,456.21,21.57
0.1624,257.2,24.33
0.1329,22.35,24.05
0.6269,36.21,26.54
0.209,15.56,29.57
0.1119,72.46,30.67
0.1343,208.25,26.26
0.2761,158.74,26.26
0.5075,290.18,24.33
0.9104,242.15,22.13
1,380.69,24.61
0.7015,369.38,22.95
0.4701,429.5,24.61
0.1866,327.39,22.95
0.1119,208.25,24.61
0.1477,24.46,27.09
0.1074,52,30.12
0.1745,19.81,29.02
0.2685,110.53,27.91
0.1879,202.06,24.61
0.3289,299.07,27.36
0.6577,265.08,23.78
0.6376,598.49,24.05
0.5906,530.47,25.71
0.7852,190.23,22.4
1,184.58,23.78
0.5906,113.92,24.61
