64.28571429,0.199201963,51.42857143,0.338174286,62.85714286,0.20012993
57.14285714,0.228888159,22.85714286,0.460281429,57.14285714,0.214031814
50,0.242573527,21.42857143,0.451772857,45.71428571,0.237833888
62.85714286,0.211320828,48.57142857,0.319005714,62.85714286,0.189203569
60,0.200905622,45.71428571,0.357782857,68.57142857,0.202089536
48.57142857,0.221190714,28.57142857,0.46068,62.85714286,0.210439265
48.57142857,0.256471864,30,0.406784286,57.14285714,0.21509366
61.42857143,0.185799774,41.42857143,0.385362857,70,0.193583109
61.42857143,0.203784066,51.42857143,0.335767143,65.71428571,0.1867609
61.42857143,0.179223187,51.42857143,0.327521429,65.71428571,0.180525907
65.71428571,0.188928151,8.571428571,0.566365714,60,0.194267735
48.57142857,0.247012771,17.14285714,0.496597143,55.71428571,0.216746967
47.14285714,0.247623095,40,0.397985714,52.85714286,0.23462806
50,0.23216782,38.57142857,0.369988571,62.85714286,0.186814398
45.71428571,0.249623471,14.28571429,0.497148571,58.57142857,0.197801874
52.85714286,0.202131187,38.57142857,0.398838571,62.85714286,0.198889215
32.85714286,0.29998329,25.71428571,0.498231429,38.57142857,0.286103268
60,0.236442236,48.57142857,0.332864286,55.71428571,0.20358962
61.42857143,0.23022294,55.71428571,0.282592857,57.14285714,0.223122709
55.71428571,0.21945601,50,0.312571429,58.57142857,0.19959486
47.14285714,0.249223029,25.71428571,0.44087,55.71428571,0.199940022
68.57142857,0.175917376,60,0.277577143,74.28571429,0.14823909
44.28571429,0.263991122,52.85714286,0.31286,61.42857143,0.228651527
52.85714286,0.239854607,51.42857143,0.32976,62.85714286,0.20186333
42.85714286,0.253369312,41.42857143,0.355954286,55.71428571,0.214976471
50,0.192141657,15.71428571,0.481222857,51.42857143,0.214560165
60,0.183234238,52.85714286,0.313511429,70,0.174277302
64.28571429,0.175772837,37.14285714,0.415557143,60,0.21699324
61.42857143,0.200882087,32.85714286,0.389484286,45.71428571,0.227177575
54.28571429,0.235141661,25.71428571,0.477428571,35.71428571,0.266956326
52.85714286,0.202922153,58.57142857,0.240485714,60,0.202056438
57.14285714,0.22090903,20,0.45966,48.57142857,0.246936901
57.14285714,0.229107502,54.28571429,0.312054286,64.28571429,0.202212507
54.28571429,0.217917856,45.71428571,0.316592857,70,0.174518307
42.85714286,0.255370616,20,0.473757143,44.28571429,0.250786195
45.71428571,0.274860743,31.42857143,0.423765714,42.85714286,0.23677637
40,0.289848829,25.71428571,0.471522857,41.42857143,0.256416158
47.14285714,0.263539904,21.42857143,0.417878571,47.14285714,0.257642017
45.71428571,0.266119143,22.85714286,0.462474286,41.42857143,0.266595988
42.85714286,0.286132196,30,0.423905714,47.14285714,0.243797934
62.85714286,0.198579911,54.28571429,0.281104286,70,0.189781137
57.14285714,0.249982173,41.42857143,0.356652857,68.57142857,0.197459463
62.85714286,0.187332313,21.42857143,0.483144286,48.57142857,0.211495126
62.85714286,0.192741874,37.14285714,0.389542857,51.42857143,0.223060318
54.28571429,0.210552511,27.14285714,0.399875714,65.71428571,0.196536143
68.57142857,0.199564314,55.71428571,0.312608571,61.42857143,0.175699757
45.71428571,0.250187,25.71428571,0.45635,44.28571429,0.262766278
62.85714286,0.186289796,44.28571429,0.368025714,67.14285714,0.16392622
70,0.1751945,14.28571429,0.514681429,60,0.187721854
57.14285714,0.217888408,25.71428571,0.376541429,64.28571429,0.201225779
62.85714286,0.212450457,14.28571429,0.507488571,51.42857143,0.212963642
58.57142857,0.202077686,14.28571429,0.500607143,57.14285714,0.205297666
51.42857143,0.235098914,48.57142857,0.381804286,61.42857143,0.214069039
67.14285714,0.163206945,52.85714286,0.316395714,67.14285714,0.197530477
52.85714286,0.2876681,65.71428571,0.260978571,65.71428571,0.203330225
41.42857143,0.241867129,14.28571429,0.513425714,44.28571429,0.237966954
34.28571429,0.29067546,15.71428571,0.482924286,52.85714286,0.223693403
37.14285714,0.259643157,12.85714286,0.522377143,47.14285714,0.222188167
48.57142857,0.232121219,30,0.416081429,62.85714286,0.188073456
47.14285714,0.227664487,15.71428571,0.46826,52.85714286,0.214550664
65.71428571,0.176857907,44.28571429,0.390295714,67.14285714,0.185001797
38.57142857,0.312860299,40,0.348805714,34.28571429,0.290341309
51.42857143,0.207122898,24.28571429,0.427042857,45.71428571,0.254991238
54.28571429,0.230905009,28.57142857,0.460385714,54.28571429,0.205923632
52.85714286,0.238363671,17.14285714,0.503668571,48.57142857,0.22181041
48.57142857,0.246282267,20,0.486898571,48.57142857,0.250065243
67.14285714,0.168266,44.28571429,0.337467143,70,0.179180751
71.42857143,0.151664601,41.42857143,0.339258571,77.14285714,0.144833903
52.85714286,0.223929579,18.57142857,0.46898,48.57142857,0.256894109
55.71428571,0.206022136,35.71428571,0.411312857,60,0.19810067
65.71428571,0.19564765,44.28571429,0.396894286,68.57142857,0.199519527
60,0.190446756,48.57142857,0.361088571,75.71428571,0.168918421
58.57142857,0.212617913,25.71428571,0.43921,55.71428571,0.209563861
60,0.237045436,44.28571429,0.3352,60,0.20678795
50,0.2469542,10,0.50685,45.71428571,0.254866465
