0.1137,60.89,25.68
0.1263,75.12,29.7
0.1747,81.58,29.13
0.3495,203.49,26.92
0.6168,318.33,25.3
0.9453,316.18,24.41
1,318.46,24.91
0.6232,304.8,25.68
0.2779,397.29,23.89
1,197.07,24.59
0.6207,55.08,26.54
0.3103,110.62,26.73
0.6207,285.34,24.18
0.5345,240.96,24.33
0.3276,331.94,24.17
0.5345,388.32,24.95
0.3103,381.91,24.91
0.4483,268.12,24.88
0.4828,179.08,23.75
0.3103,198.03,23.83
0.1469,372.72,24.72
0.1695,68.54,27.02
0.2373,174.29,27.41
0.2373,251.42,25.32
0.3955,351.96,25.55
0.6723,378.52,25.17
0.8475,266.29,24.96
0.8757,334.84,26.05
0.6102,452.19,25.55
0.7175,194.19,24.57
1,221.47,24.7
0.887,187.55,24.78
0.5733,64.3,26.39
0.6336,35.66,29.65
0.6595,237.96,26.94
0.75,314.42,25.09
0.6379,485.04,24.75
0.5991,283.09,24.48
0.4353,345.57,25.25
0.2284,332.96,23.88
0.1293,443.63,25.29
0.1422,59.39,23.68
0.2756,29.19,25.16
0.1969,25.57,30.86
0.126,168.01,27.86
0.2205,266.81,26.32
0.622,363.77,24.93
0.7323,363.78,24.31
0.5827,360.85,23.8
0.6772,388.69,25.48
0.3228,299.03,23.91
0.2283,253.69,23.57
0.4684,34.34,25.21
0.2532,12.91,28.29
0.2025,122.91,28.93
0.2278,288.58,26.02
0.5949,283.75,26.71
0.7089,364.94,23.6
0.9494,413.28,25.12
0.8354,524.57,26.78
0.6076,256.64,24.36
1,283.47,24.87
0.5063,133.58,24.25
