"Amnat Charoen",52,7.200222968,76,4.1333332,72,4.04
"Ang Thong",64,5.039465,66,5.853326,32,6.320006
"Bangkok Metropolis",2,169.7944238,16,195.48,4,142.84
"Bueng Kan",94,1.2669469068,96,0.58,16,9.26
"Buri Ram",14,39.7916384,16,41.42668,34,39.62
Chachoengsao,18,22.93907016,24,19.85332,14,15.84
"Chai Nat",50,7.19817322,30,7.986668,42,7.12
Chaiyaphum,32,26.07783844,14,20.959994,14,16.726674
Chanthaburi,16,21.77542426,26,15.52,32,12.26
"Chiang Mai",26,23.98023186,18,30.1,22,31.7
"Chiang Rai",24,19.481338146,24,24.24,38,22.44
"Chon Buri",14,26.4985914,22,29.86,8,21.42
Chumphon,24,14.48262584,20,18.00668,36,15.38
Kalasin,46,7.37531704,34,8.12,18,11.36
"Kamphaeng Phet",34,18.9856608,30,20.12,26,17.62
Kanchanaburi,12,23.5316594,30,25.75,12,20.67
"Khon Kaen",22,18.501424,20,17.74,18,19.3
Krabi,26,28.5577352,16,32.106674,8,38.439994
Lampang,68,5.91553218,76,4.4,76,3.54
Lamphun,84,4.883685468,94,3.24,84,12.12
Loei,46,12.922446926,36,13.18,22,11.78
"Lop Buri",26,21.17849896,10,25.5,8,25.30668
"Mae Hong Son",84,2.871364816,86,1.6199994,92,2.0800006
"Maha Sarakham",18,22.76776588,26,26.24,40,21.32
Mukdahan,60,7.596842922,68,8.62,20,8.453332
"Nakhon Nayok",94,1.419711182,98,0.4,10,8.06
"Nakhon Pathom",6,22.19535952,12,21.30666,30,17.08666
"Nakhon Phanom",42,6.20495454,50,6.58,20,10.04
"Nakhon Ratchasima",18,41.5705452,6,61.96,4,46.74
"Nakhon Sawan",18,38.0078152448,10,43.46668,10,34.9
"Nakhon Si Thammarat",22,22.75307078,24,19.3,22,14.88
Nan,62,4.717276682,74,4.08,34,5.58
Narathiwat,34,9.611418698,42,8.52,4,30.18
"Nong Bua Lam Phu",48,5.45843046,76,4.1,78,3.606668
"Nong Khai",64,4.97436995,76,4.52,78,3.8
Nonthaburi,24,15.422423,34,14.53332,26,13.32
"Pathum Thani",36,8.09937864,50,6.86,62,5.78
Pattani,54,5.627951868,56,5.93,60,5.01
Phangnga,42,9.758810308,50,8.5,46,11.38
Phatthalung,22,19.39885408,20,22.64,12,23.18
Phayao,76,3.33887436,86,2.6,82,2.6
Phetchabun,46,8.104784268,28,9.98,26,9.68
Phetchaburi,58,5.152233856,70,4.013332,70,5.16
Phichit,40,8.72484926,26,11.14332,38,9.11
Phitsanulok,24,15.543900594,16,19.1,18,23.88
"Phra Nakhon Si Ayutthaya",42,13.56790334,42,12.48,20,10.9
Phrae,50,9.50353045,50,9.74,62,9.18
Phuket,64,7.34546788,60,5.38,60,5.12
"Prachin Buri",28,13.366619004,30,11.44,46,8.92
"Prachuap Khiri Khan",32,9.70417318,40,8.74,50,6.933332
Ranong,64,5.9085449,72,4.0333332,18,8.02
Ratchaburi,12,26.4250273,24,23.16,0,28.78
Rayong,6,46.0324604,0,47.62,16,34.06
"Roi Et",10,23.5801137,24,23.84668,20,17.3
"Sa Kaeo",36,11.3736841698,38,12.54,36,9.3
"Sakon Nakhon",92,2.565143746,94,1.5333332,96,3.48
"Samut Prakan",28,12.724551694,18,13,32,10.54
"Samut Sakhon",26,23.58293062,44,15.06,18,20.64
"Samut Songkhram",68,4.98941322,62,4.459994,60,4.799994
Saraburi,26,12.21916914,26,10.080006,20,10.979994
Satun,52,7.622055806,52,8.88,6,18.84
"Si Sa Ket",16,25.476605146,16,32.37332,22,27.98
"Sing Buri",94,1.474029638,98,0.7799994,98,1.1333326
Songkhla,8,56.07668,10,67.5,20,45.24
Sukhothai,48,6.86272542,40,7.24,44,6.8
"Suphan Buri",28,11.71224442,36,8.853334,10,13.413334
"Surat Thani",16,21.384238496,8,25.72,8,17.94
Surin,16,32.59495544,26,39.64,18,25.24
Tak,32,14.1876311,44,9.93,50,10.53
Trang,46,10.017588142,72,7.199994,18,8.599994
Trat,46,9.014641614,42,9.4,70,5.9
"Ubon Ratchathani",18,12.98916078,32,13.41332,30,14.68
"Udon Thani",50,8.900687696,28,9.54666,34,10.24666
"Uthai Thani",56,7.21203752,38,8.1,48,7.36
Uttaradit,46,9.6048649,38,8.953332,64,7.04
Yala,54,6.63859464,54,6.06,66,4.9
Yasothon,58,5.733667792,48,6.64,66,5.88
